Text,Top5%,Emoji_1,Emoji_2,Emoji_3,Emoji_4,Emoji_5,Pct_1,Pct_2,Pct_3,Pct_4,Pct_5
So there's going to be a hurricane tonight and classes aren't cancelled!? Am I missing something here? #comeon #getittogetherguys,0.39851926639676094,55,32,12,19,29,0.11218179,0.107608184,0.08053281,0.05020366,0.04799282
Getting mentally prepared for #sandy the frankenstorm,0.26662711054086685,57,44,42,62,20,0.09101525,0.052459277,0.047021247,0.041521754,0.034609582
Sandy aint no damn joke,0.3392058499157429,37,32,51,1,19,0.078215234,0.07114508,0.06411436,0.06350288,0.062228296
Fight me hurricane sandy,0.43097056448459625,58,55,32,57,37,0.20321,0.06587253,0.060030393,0.054339316,0.04751833
@RDotACRC news talking about we dying for this hurricane lmao. It's going to fuck up our moves for Tuesday.,0.34271150454878807,51,0,3,2,20,0.10241294,0.092647985,0.0569747,0.048358224,0.042317655
@ughpsh they might be sticking around coz of sandy,0.30987709015607834,50,54,0,53,62,0.07398282,0.06574259,0.061317954,0.057187323,0.051646404
I'm at Frankenstorm Apocalypse - Hurricane Sandy w/ @hydro1f04,0.2552645467221737,11,51,31,48,42,0.06257209,0.058892716,0.053123813,0.04224287,0.038433056
Get this hurricane shit off the game ex specially if these moterfuckers ain't talking,0.3770750053226948,56,13,14,58,38,0.11159763,0.09668745,0.05988163,0.055209644,0.05369865
Flying out of Boston before Sandy hits. Pilot is Captain Morgan. No joke. #thanksvirginamerica,0.23232367634773254,12,33,31,62,61,0.07305752,0.047830787,0.041761864,0.037427664,0.032245845
@PKblue6 @keladz8 @EricWdet Poor Sandy.... And that huge cancerous lump #gross,0.5701452605426311,39,52,34,43,27,0.25255218,0.12840216,0.07813295,0.061776396,0.049281575
"Ok #atlanticcity we're on our way, hopefully we get to rock with ya Halloween night #Sandy #sucks #bigtime",0.3554650116711855,44,51,54,50,9,0.124542825,0.113678284,0.054170515,0.03417303,0.028900357
"""Hurricane Sandy blew a laptop into the ocean. Now a Dell is rolling in the deep."" Lol",0.3468466252088547,0,20,53,11,12,0.12441871,0.060515795,0.060456008,0.057343796,0.044112314
"lmfao chill!!!""@__OhNanaa: We're in a state of emergency because of Sandy's destruction.. """,0.264486450701952,3,34,0,29,2,0.06855862,0.059359655,0.04911621,0.04616635,0.04128562
"""@legourmandcafe: $3 end of day sandwich specials!!!!! Come get them!!!"" Amazing #sandy deal....thanks!",0.31577781587839127,36,17,40,33,4,0.09456992,0.067072034,0.066892,0.044415805,0.042828057
Time for bed for me. Hope those in the path of #sandy keep safe,0.4050428085029125,21,14,30,23,59,0.14703608,0.1000262,0.08176323,0.04228519,0.033932116
Huricane Sandy im safe all i need is my tin.,0.2676040641963482,24,47,8,21,61,0.07487538,0.06419931,0.046700656,0.04402154,0.037807178
😂😂😂 poor reporter! “@OrlandoRoseStar: Cine: During hurricane sandy #Hurrican #sandy #Hurrican #sandy #hurricane”,0.2992442212998867,16,24,53,54,34,0.079119846,0.06180875,0.05847191,0.053703386,0.046140328
#sandytrippin she need to shut up I'm trying to sleep #sandy need to GO AWAY!!,0.5814470276236534,32,55,37,58,29,0.186103,0.16905344,0.12059058,0.06458875,0.04111126
