Text,Top5%,Emoji_1,Emoji_2,Emoji_3,Emoji_4,Emoji_5,Pct_1,Pct_2,Pct_3,Pct_4,Pct_5
On the Market: Elderly C Train; $35K Tribeca Townhouse; Refi Fallout; Hurricane Irene via,0.3001383990049362,63,24,31,33,47,0.103577524,0.07292213,0.04823831,0.043533325,0.031867106
@JenLant me too! I have friends in NY who never left. I am afraid for them. My family in NC. Even friends in SC who got smacked.☹ am afraid☹,0.28098488599061966,34,22,27,5,25,0.0682316,0.06416877,0.05332259,0.051840395,0.04342153
@LeidyRuizRuizM dale mi amor... No se si recargue mañana amor :s,0.8526558429002762,24,47,8,59,61,0.6025467,0.1820956,0.03407154,0.018840715,0.015101295
"""Sandy"" dead “@breakingstorm: Sandy approaching the central Bahamas as Category 2 hurricane - @NHC_Atlantic ”",0.7335493844002485,51,0,3,42,2,0.54837275,0.07675695,0.065292895,0.024414757,0.01871204
"I'm at Frankenstorm Apocalypse 2012 - Hurricane Sandy (Boston, MA) w/ 380 others",0.1975458823144436,31,24,30,42,63,0.05130153,0.038527563,0.037528105,0.0358901,0.034298584
#Sandy staring down the @eyewitnessnyc coverage area. #Superstorm? @LeeGoldbergABC7 has the Accuweather forecast at 11.,0.3568139523267746,33,41,31,12,50,0.10028803,0.0972556,0.06102641,0.05265597,0.04558794
Start #sundayfunday @RCageOxford Everything Is better w/ melted cheddar..#melts#quesadilla #nachos,0.24665039405226707,11,48,33,4,61,0.060351517,0.049910937,0.048109736,0.04804267,0.040235534
MEFD Hurricane Sandy Cake- O'Laff's Sweet Shop 2012 @ Mount Ephraim Fire Department,0.3062502145767212,33,24,36,6,31,0.112284,0.053773478,0.051390894,0.049783483,0.039018363
@hannahroseellis I'm rolling in my bed making the weirdest nosies while laughing! YOU ARE MY BABE!!!! Hahahaha I adore you crazy ass 😂,0.3710363060235977,23,24,47,8,54,0.09638303,0.07533638,0.0703269,0.06531321,0.06367678
Hurricane Michael left its mark on the panhandle. Tonight’s sunset brought a feeling of peace and calm I’ve been missing. Spread love and help each other every chance that comes…,0.49717096239328384,8,21,47,61,59,0.123094015,0.102960534,0.0964309,0.0935801,0.08110542
"Why are sweet or matronly named hurricanes the ones that end up scariest? Hurricane Attila, you know to flee, but a Sandy should be a nanny.",0.18699457123875618,22,25,12,44,19,0.045068204,0.04151605,0.040378444,0.03066727,0.029364603
Wow that Hurricane Patricia is wild 😱😱😱,0.5643987562507391,12,41,62,28,40,0.44098747,0.037575126,0.032152288,0.030051058,0.023632817
"Sky lighting up red with lightning, wind pumping and rain coming down. Experiencing hurricane #Isaac in #Haiti.",0.36998944729566574,11,12,52,43,48,0.16286017,0.05901968,0.056009553,0.047360793,0.04473925
