Text,Top5%,Emoji_1,Emoji_2,Emoji_3,Emoji_4,Emoji_5,Pct_1,Pct_2,Pct_3,Pct_4,Pct_5
"Yea I'm goin home,no wait Hurricane Isaac passing through Lafayette... --__--",0.20871693827211857,11,58,31,30,42,0.05959258,0.045894902,0.040153723,0.033012435,0.0300633
Man in Nebraska orders pizza from Florida store to check on grandmother after Hurricane Matthew,0.3047397658228874,0,12,19,51,20,0.08553156,0.060652286,0.057523377,0.05384739,0.04718515
"I'm at Hurricane Sandy (Wilson, NY)",0.15921387635171413,31,11,12,4,62,0.041535683,0.035063125,0.030296128,0.026486214,0.025832726
#halloween at the office: #hurricane version of #sandy from #grease. @ Maclaren,0.5617171563208103,51,44,54,41,31,0.33176523,0.11735938,0.04265572,0.0415321,0.028404724
Greatest birthday ever ... love my boys @DelimanGreg @okiewonkanobi @joshpeltz,0.4527818039059639,61,8,47,59,23,0.11481768,0.106744654,0.08471484,0.07470465,0.071799986
"Hurricane #Florence looks mean even from a #Spaceship — and besides the winds, it’s expected to dump 17 #Trillion gallons of rain across North Carolina, South Carolina, Virginia, and…",0.39371830970048904,32,12,22,55,25,0.09616066,0.08244579,0.07918055,0.070726745,0.06520456
Recollections and our shop are back up and running! Don’t forget small businesses in the wake of Hurricane Florence! #hurricaneflorence #florence #nc #wilmingtonnc #wilmingtonstrong…,0.34903261065483093,33,57,50,61,58,0.102269575,0.09361511,0.054835208,0.051703893,0.046608828
“@ItzMeV: Pray for the #TMCF25 participants as Hurricane Sandy prepares to hit NYC #TogetherWeStand @tmcf_hbcu”,0.6190295480191708,21,17,40,34,33,0.47873127,0.064882666,0.026987167,0.024355672,0.024072768
LIVE BLOG: Hurricane Irene via,0.34225014597177505,63,33,30,7,16,0.14606231,0.06723463,0.045955814,0.042673487,0.040323902
Can't shake the feeling that Hurricane Isaac is going to pivot directly on my tailgate spot...,0.26240966469049454,34,46,52,43,12,0.06918799,0.05872439,0.049096398,0.0428671,0.042533785
"Hurricane Sandy is big time, hope everyone stays safe. Have you ever wondered though, who decides what a hurricane is called?",0.25561435520648956,22,12,50,21,62,0.062287305,0.055818383,0.052790403,0.046057954,0.03866031
After the hurt and devastation that hurricane sandy caused I wonder if all those idiots who danced n her rain while she approached regret it,0.3611067049205303,46,34,22,27,45,0.12026652,0.0855368,0.058189493,0.051178884,0.04593501
Macy's Thanksgiving Day Parade floats survive Hurricane Sandy's worst in Moonachie via,0.19224779307842255,42,39,52,62,51,0.04276898,0.042515043,0.04003166,0.033468872,0.033463236
LinkHampton: Hurricane Irene: There's Got To Be A Morning After via,0.3149871192872524,19,51,25,0,20,0.07791723,0.07708169,0.05636918,0.056204416,0.0474146
@LiveNationUK the times I'm truly happy is when I see rihanna live!! I NEED THESE TICKETS. I'VE WORKED SO HARD FOR THEM!!!!!! #RIHNATION,0.24112829193472862,4,3,21,59,17,0.06096948,0.054134198,0.043934163,0.04262514,0.039465312
Driving while tired + hurricane isaac = terrified 😱,0.5301742069423199,52,43,12,62,29,0.19653638,0.10277599,0.09882043,0.08363237,0.048409034
Hanging out with a meteorologist during a hurricane means a lot of excitement. It's calming. He'd know if there was danger. Right? #irene,0.2921418249607086,62,54,50,53,33,0.07366876,0.059444215,0.05831117,0.054593183,0.04612449
What would happen if Hurricane Andrew and hurricane Sandy hooked up?,0.43666282296180725,12,20,41,62,0,0.17946823,0.084390275,0.07564802,0.050408453,0.04674785
"Even though that hurricane Sandy did hit Miami, the wind from her are strong lets hope NJ is better prepare this year.",0.35730610229074955,57,21,12,62,34,0.13161993,0.108733244,0.04664774,0.04034949,0.029955698
The bitch is coming... (@ Hurricane Irene 2011 Baltimore w/ @zangster),0.23059961944818497,44,63,40,58,17,0.058701318,0.049733803,0.04284917,0.04097399,0.03834134
"After a nasty head cold, followed by a nasty hurricane, it's good to be back. But no heat = brrrrr! #sandy!",0.2889702431857586,39,52,56,57,58,0.090186775,0.057574335,0.0569566,0.046670247,0.037582286
Join us in prayer for our church family from Destiny Worship Center and all of those in the path and those who have already been affected by Hurricane Michael.…,0.6138686276972294,21,47,61,8,34,0.40597963,0.06566374,0.052052837,0.050843697,0.03932872
Collection of donations for Victims of Hurricane Sandy at all locations of Mosaic Salon & S via,0.2228986658155918,33,21,44,12,51,0.068810664,0.04281013,0.037892412,0.037212785,0.036172673
Home preparing for storm Sandy (@ Josh's Batcave),0.19657353684306145,53,10,33,16,20,0.050562073,0.039450455,0.0373038,0.03627975,0.032977458
"“AP: #Isaac weakens to a tropical storm as it lashes southeast Louisiana with wind, rain: ”",0.21767396852374077,51,3,25,12,41,0.080584064,0.03705352,0.033993848,0.03391953,0.032123003
Local school districts will close schools due to Hurricane Sandy via,0.2459092065691948,12,62,20,25,19,0.058178138,0.054054797,0.048408378,0.045256097,0.040011797
"yea super bad ""@CHEEDEE_HD: Hahaha buh serzli dah hurricane was badt""@yettytemmy: hummm i jst dey lik IRENE oooo. lolzz ""@CHEEDEE_HD: Gud",0.47929853200912476,16,54,24,53,10,0.29412556,0.055978104,0.049268965,0.04479647,0.035129435
Sum scene. RT:“@isardasorensen: Menacing clouds loom over #NYC today in advance of Hurricane #Sandy. #Frankenstorm ”,0.22888535633683205,41,16,12,31,24,0.053129256,0.051077485,0.050232936,0.037419543,0.037026137
@DreadHeadBeezii man its been storming and according to the fuckin weather hurricane Isaac with be here in the next couple days smh,0.49048881232738495,19,1,37,32,55,0.12718682,0.11748382,0.11422801,0.07045909,0.061131075
5 things to know about rip currents: Even beachgoers hundreds of miles from Hurricane Arthur's path are facing...,0.4193555563688278,21,46,34,5,27,0.20313214,0.08017276,0.064578585,0.03650473,0.03496734
The calm before the storm #Irene,0.24678844586014748,15,6,48,61,11,0.07062152,0.05335482,0.04384848,0.040669855,0.03829377
These D.C. restaurants are supporting Hurricane Harvey relief efforts.,0.3074300028383732,33,40,17,6,21,0.09635826,0.075851284,0.060818046,0.037766147,0.036636263
Long Beach is in full hurricane help mode today. #harvey @ St. Mary of the Isle,0.274794552475214,31,33,10,62,30,0.08611379,0.067819156,0.043948047,0.042414792,0.03449877
"I'm at CookShop (İstanbul, Türkiye) w/ 6 others",0.2102842591702938,24,47,16,54,53,0.07672775,0.03836153,0.036752064,0.030147241,0.028295675
@ddlovato I don't like this hurricane Irene. She's a mean hurricane!!!,0.2727799378335476,34,52,43,22,55,0.06631713,0.05469269,0.050889574,0.05054365,0.05033689
Lotsa love MADAFAKAS! @phelinerivera | #coffee #hearty #creamy #tim #timwhore #glori @ Kfc Sheikh Zayed Road,0.3367476835846901,24,47,11,8,30,0.09989536,0.07688455,0.06769898,0.052760158,0.039508637
"North Bergen, Kearny, and Secaucus continue Hurricane Irene recovery process via",0.24562101066112518,33,21,57,40,17,0.073377915,0.055243563,0.04756752,0.03768907,0.03174294
“@ComplexMag: Is weed a performance-enhancing drug in MMA? #ufc134 #mma #ufc”- i dunno but it sure is enhancing the hurricane #irene,0.40612584352493286,58,57,53,33,0,0.19464694,0.060844455,0.051420055,0.050982304,0.04823209
I'm at Hurricane Irene w/ 15 others,0.1962679959833622,20,12,25,62,51,0.04772551,0.04231242,0.040547524,0.033780515,0.031902026
"“@Grafh Hurricane Irene New Flash: Need candles, weed, & liqour. Snuggling up with a warm pair of bunz immediately. Get urs now...” YUP!",0.2686382196843624,33,50,54,53,31,0.088896364,0.051220078,0.04969256,0.042679824,0.036149394
Christie on Hurricane Sandy: 'I Feel Like the Disaster Governor' via,0.39736001193523407,0,12,28,25,51,0.12533978,0.0882262,0.06578577,0.059786655,0.05822161
