Text,Top5%,Emoji_1,Emoji_2,Emoji_3,Emoji_4,Emoji_5,Pct_1,Pct_2,Pct_3,Pct_4,Pct_5
UPDATE AL basin: HURRICANE ISAAC CAT: 1 @ 17:00UTC | Loc: 29.7N -90.8W | Winds: 75mph | Moving: NW @ 6mph | Pressure: 973mb,0.2629399970173836,25,32,62,55,19,0.073840484,0.061612688,0.04474234,0.044513073,0.038231414
BREAKING: Arthur downgraded to tropical storm,0.22578949481248856,12,52,34,62,0,0.057693873,0.043312646,0.042776987,0.042498134,0.039507855
In the House Bored out of my mind.. (@ Hurricane Sandy),0.26370999589562416,43,52,42,22,25,0.06519319,0.057219125,0.050882366,0.045388374,0.04502694
Getting ready to work the Hurricane Sandy Relief cut a thon with my Studio DNA friends #redcros @ Studio DNA,0.2766708470880985,11,31,48,17,63,0.08731809,0.05759086,0.04839121,0.042955305,0.040415376
Charleston Theater was cancelled tonight due to Hurricane Matthew. Come see our power duo next…,0.37145689129829407,57,44,58,31,33,0.114916794,0.076596476,0.07228319,0.06616212,0.04149831
“@DVF: Today CFDA meeting to have our industry help victims of hurricane Sandy. love Diane” Wonderful Diane!! Xo,0.4945957437157631,8,59,47,24,60,0.12094746,0.10279502,0.10029451,0.090952,0.07960676
"I'm at Frankenstorm Apocalypse - Hurricane Sandy (New York, NY) w/ 1825 others",0.21479076519608498,31,63,30,53,51,0.055510946,0.04863593,0.041153867,0.03503643,0.034453593
Information Released On NYC Residents Who Died In Superstorm Sandy via,0.3474295288324356,34,46,27,21,45,0.13740362,0.09070404,0.042090278,0.04169243,0.03553916
"A Hurricane Warning has been issued north of the Flagler/Volusia County line to Fernandina Beach, Florida. Matthew…",0.30498239398002625,12,62,25,52,31,0.12967284,0.053599697,0.043919943,0.042974252,0.03481566
"@arch_girl btw, I have my own hurricane Irene to contend with. 3yo daughters middle name is Irene, so we've been having fun with it.",0.4094648025929928,50,54,53,7,33,0.12580238,0.08562133,0.07653676,0.06084345,0.060660884
"Any Hurricane With Black Names Hit Houston or New Orleans: Katrina, Ike, & Now #Isaac! Niggas Dont Know How To Act. Lmao",0.2892359793186188,0,51,38,41,19,0.07994622,0.0660201,0.051350087,0.05125516,0.040664412
"I'm at H.Sentalum (Malé, North Central Province)",0.17317278869450092,43,45,52,39,42,0.03750119,0.036721308,0.035711415,0.033175364,0.030063512
@nbc10 @wpri12 @abc6 if you guys need a field reporter for #Sandy I have a meteorology degree on-air hurricane experience & raincoat ready,0.4657580703496933,33,50,54,53,31,0.1709572,0.116212204,0.06882707,0.056490187,0.053271417
