Text,Top5%,Emoji_1,Emoji_2,Emoji_3,Emoji_4,Emoji_5,Pct_1,Pct_2,Pct_3,Pct_4,Pct_5
Incredible photo of Hurricane Patricia taken from International Space Station: Credit: Scott KellyAstronaut Scott…,0.4694978632032871,40,33,17,6,58,0.2235464,0.11197757,0.057840936,0.041927498,0.03420546
@snooki @rockstarboner if your gonna talk trash to her at least get the name of the hurricane right! It's #Sandy not #Sally. Hope ur safe!,0.25775913894176483,50,33,21,7,23,0.065222986,0.06288806,0.045944285,0.042111255,0.04159255
RT @RedCross: Landing page for #Hurricane #Irene,0.38029661029577255,41,17,3,0,33,0.2062226,0.057291728,0.047462765,0.036164194,0.03315533
Tweet #PatchRebuilds to Help Hurricane Sandy Survivors via,0.266919769346714,21,33,30,63,24,0.063395806,0.060078453,0.05361177,0.047312893,0.042520847
Checkin in on Sandy. (@ Frankenstorm Apocalypse - Hurricane Sandy w/ @sixx306),0.25913556292653084,31,11,33,30,54,0.06373788,0.05397846,0.052002035,0.04904512,0.04037207
Two good men lost to Hurricane Sandy - #Hackensack #NewJersey,0.32357295230031013,11,48,46,34,21,0.090963446,0.068263516,0.06021748,0.05951096,0.04461755
Having A Whole Meeting About The Hurricane. -________- Fuck You Isaac! Ugh. @ M.P. Bush Fine Arts Building,0.4945542924106121,32,55,37,19,42,0.1514622,0.14562139,0.09388172,0.052564155,0.05102483
Sharing camaraderie and faith in wake of Hurricane Sandy - #LittleFerry #NewJersey,0.3147568888962269,11,24,48,21,47,0.112417676,0.06027861,0.050077934,0.0460772,0.04590547
"Well hello Hurricane Matthew.. welcome to Greenville, NC 😅 #hurricane #matthew #hurricanematthew…",0.24549315124750137,33,31,50,53,54,0.0544281,0.05158722,0.0514448,0.044760752,0.04327228
Question: How Are You Preparing for Hurricane Irene? via,0.2780359908938408,20,41,25,12,22,0.066679284,0.0625624,0.058137927,0.051767554,0.038888827
Election Day must go on along battered Jersey Shore - #AtlanticHighlands #NewJersey,0.30133236944675446,57,62,33,58,31,0.078034855,0.071676075,0.061728735,0.05114142,0.038751286
#ToMyFutureSon share your gf with daddy <3,0.23361017554998398,39,51,0,41,38,0.059837714,0.05814429,0.04825842,0.03909177,0.028277982
Watch “5 Things to Know About Hurricane Matthew”,0.42105576023459435,51,0,19,3,20,0.1405484,0.14034365,0.057632674,0.04299585,0.03953519
I'm at Nippobraz Tudo Pra Sushi in Ananindeua,0.37070199847221375,36,4,30,17,6,0.21185863,0.055396713,0.038524047,0.034583498,0.03033911
Spincho's nido > easy jet,0.7369739077985287,48,11,24,30,6,0.40940598,0.2081426,0.06818538,0.027820602,0.023419354
"Wow! “@MarlowNYC: Holy Shit Alert: shark swimming in streets of Brigantine, N.J., during #Hurricane #Sandy ”",0.4255130924284458,12,52,62,40,28,0.2687067,0.046592556,0.041813713,0.039374173,0.029025942
Passing Thilanka. (@ Thilanka Hotel Kandy),0.2022769507020712,30,33,35,53,34,0.049654905,0.044596724,0.03948843,0.03777689,0.03076
Niggas hyped hurricane sandy like shit cuhh,0.4098611809313297,51,0,14,38,13,0.12992969,0.0858012,0.071080044,0.061908122,0.061142124
Hurricane Maria makes landfall on Puerto Rico as Category 4 storm,0.2679825462400913,12,62,41,25,6,0.12510994,0.038255554,0.03715267,0.035799995,0.031664386
Please pray for my nation (and surrounding islands). Hurricane #Irma…,0.4689338319003582,21,34,17,61,45,0.33642355,0.043912113,0.031706277,0.03064968,0.026242215
Waiting for the storm. #frankenstorm #sandy @ home sweet home,0.31931591406464577,61,24,47,16,59,0.09836822,0.060452137,0.05593148,0.053395964,0.051168114
@weengineparts hello my dear friend. I saw on the news the damages in NC step off Arthur hurricane. Take care of you. And enjoy the weekend,0.384497232735157,33,7,47,8,21,0.10710957,0.09200981,0.06410302,0.06333454,0.05794029
"Hurricane Matthew Beach Day 🌪⛈⚡️🏄🏄 herly.maier @jrlifecoach #hurricanematthew @ Miami Beach,…",0.3265100009739399,31,30,61,11,33,0.10275754,0.06666506,0.061182365,0.052355506,0.043549526
Sending out love and good wishes to my brothers on the US East Coast in the grips of Hurricane Sandy. (Samir Azzam),0.33138003945350647,61,8,47,59,63,0.09467905,0.06700077,0.05790425,0.056607004,0.055188965
Is it too soon to make hurricane irene jokes?,0.43296051770448685,20,41,22,25,12,0.13141154,0.0874621,0.07579009,0.071366176,0.066930614
It's Official: Sandy Was No Hurricane via,0.22576350718736649,25,22,12,34,56,0.046367634,0.046101972,0.045372337,0.04434089,0.043580674
Mayor Prepares City for Hurricane Sandy via,0.30268993228673935,33,40,17,31,6,0.093146555,0.07432069,0.04661862,0.045384277,0.04321979
"RT @staronline: Hurricane Irene lashes Turks and Caicos Islands, southern Bahamas",0.38896744325757027,41,3,2,17,0,0.14666294,0.06754086,0.06695624,0.06555526,0.04225215
"“@wralweather: Hurricane #Sandy is 313 miles NE of Raleigh, moving WNW at 28 mph. Max winds 90 mph (Cat 1). #ncwx”",0.3770189695060253,12,40,0,25,41,0.21653003,0.045166217,0.043198742,0.03904271,0.033081274
I just want to sleep :(,0.5363462939858437,14,46,27,35,34,0.23426549,0.10618184,0.076781735,0.064276665,0.054840565
"Life is complicated. RT ""@Forbes: Hurricane Sandy complicates an already complicated Presidential election. """,0.3646048791706562,22,25,45,27,19,0.087799095,0.08746266,0.07327421,0.06283639,0.053232517
