Text,Top5%,Emoji_1,Emoji_2,Emoji_3,Emoji_4,Emoji_5,Pct_1,Pct_2,Pct_3,Pct_4,Pct_5
Live storm IRENE!,0.2848662994801998,4,33,53,61,10,0.06770037,0.06464771,0.059899878,0.052246153,0.040372185
When will there be a film about hurricane sandy and a ride at universal to follow.,0.2274552583694458,25,41,34,29,21,0.051441696,0.044767313,0.043969505,0.043667752,0.043608993
@SaraAbdelnur yeah mra bayn mashallah :p .. Hmmmm cause am not into it that much !!,0.3012591227889061,54,53,24,50,47,0.08303243,0.07116709,0.067999125,0.042151358,0.036909122
"Live looks this morning of the Carolina Coasts, as Hurricane Florence officially made landfall at 7:15 am eastern time near Wrightsville Beach, NC. #ncwx #scwx #tropics #Florence…",0.30081132240593433,33,61,31,14,40,0.08654618,0.07547875,0.0717855,0.036914013,0.030086877
"Thanks masnnationals #visitAnnapolis ! On a gloomy day prepping for Hurricane Florence receiving my Max prize brightened my week! @ Prince William County, Virginia",0.3340802229940891,61,33,8,21,40,0.11001705,0.07638142,0.050186664,0.04935244,0.04814265
The calm before the storm #Sandy,0.24678846076130867,15,6,48,61,11,0.07062152,0.053354826,0.04384847,0.040669862,0.038293783
Head up towards hurricane Irene's wrath. Bring it on Irene!,0.5395550094544888,58,57,44,55,32,0.2301992,0.18557018,0.053673167,0.03677469,0.03333777
hurricane matthew couldn't stop us @ University House Retreat at…,0.2693655826151371,57,31,17,61,21,0.05962198,0.059441816,0.055336863,0.050566327,0.0443986
Older couple I met at the hotel came to Berlin for the weekend to escape #Irene. Even the hotel staff knew about the hurricane.,0.2148929089307785,33,12,53,31,10,0.049584955,0.046132565,0.0448103,0.0382963,0.03606879
"Hurricane Sandy, Bickford's Closes and Needham Businesses Launch Food Drive - #Needham #Massachusetts",0.2212996855378151,33,11,31,30,24,0.06910218,0.04413943,0.040453956,0.034149107,0.03345501
Red Cross: Blood Donations Needed to Help Communities Affected by Hurricane Sandy - #FarmingtonHills #Michigan,0.2722476162016392,32,46,47,8,24,0.06101284,0.056975376,0.055364423,0.0527363,0.046158675
Some people tweet stuff for attention,0.3713572323322296,41,14,38,12,25,0.09021337,0.08595307,0.07534911,0.06054485,0.05929683
Teal 73 is wheels up from St. Croix for Tropical Storm Isaac. Should be sampling the storm between 1730-2400Z.,0.29494908824563026,33,61,62,31,12,0.08086116,0.06173904,0.056800444,0.04892555,0.0466229
@diplo Text REDCROSS to 90999 to donate $10 to the Hurricane Sandy relief. Please RT to help us out!!! #SandyHelp,0.4074270464479923,21,59,33,7,8,0.20077865,0.053872254,0.053346768,0.05250766,0.046921715
Hurricane Florence relief efforts today in Lynn Haven with @island106! @ Grocery Outlet #7716,0.3599804677069187,33,53,17,40,57,0.14315769,0.063390784,0.056594077,0.056532014,0.0403059
"Braving the rain (hurricane Patricia) for a turkey sandwich (@ Scratch Sandwich Company in Laredo, TX)",0.2148183360695839,36,33,53,24,50,0.07574064,0.044101164,0.036626663,0.029317517,0.02903235
Where are you Irene? (@ Hurricane Irene w/ @justindmorris),0.1864611953496933,41,34,24,27,54,0.052028194,0.048581123,0.029731207,0.028571611,0.02754906
"Hurricane Harvey skillets @ Richmond, Texas",0.25101668387651443,12,41,31,33,17,0.07341573,0.050109103,0.046434022,0.042766653,0.03829118
Yes this is true b (@ I Survived Hurricane Irene 2011 & All I Got Was This Check In w/ @robvelasco70 @b0tz),0.26491715759038925,40,57,17,33,63,0.06184508,0.05817505,0.055352673,0.045544066,0.04400029
Bbye #hurricane #isaac 👋✋👋✋👋😌 @ Starbucks,0.15387936867773533,21,11,34,30,6,0.035309423,0.03372246,0.03138561,0.02771131,0.025750564
