Text,Top5%,Emoji_1,Emoji_2,Emoji_3,Emoji_4,Emoji_5,Pct_1,Pct_2,Pct_3,Pct_4,Pct_5
"Rehearsal Dinner BBQ. Last minute order change. Thanks #harvey #2bcrom1 @ Lakeway, Texas",0.24364354647696018,33,36,30,53,7,0.10033653,0.038633592,0.03718315,0.036363915,0.03112636
#HurricaneHarvey #herewegoagain #beprepared @ Total Wine & More,0.1711577270179987,36,6,39,24,33,0.040717263,0.035987034,0.03321494,0.031021057,0.030217431
Post workout meal was SMASHED!💪🏾😋 #snapkitchen #hurricaneharvey #gains #postworkoutmeal…,0.7433236557990313,57,58,36,54,33,0.6229941,0.06271277,0.023023289,0.017359186,0.017234283
#Harvey just got himself upgraded to bottle service at the club... he's straight Cat 4 now!…,0.40102534368634224,40,33,0,12,53,0.10905871,0.09519801,0.078441285,0.0684168,0.04991054
#hurricaneharvey #classicrock @ Baker St. Pub & Grill- The Woodlands,0.3739711605012417,33,36,6,31,4,0.11283202,0.100072406,0.08281378,0.039193798,0.039059162
"#wOw It ain't finna happen F*%# #HurricaneHarvey lol try again #SOYL #FrostBitStudios @ Houston,…",0.30473203398287296,30,56,38,13,0,0.100573085,0.079856396,0.06296249,0.033958696,0.02738137
"Survived #hurricaneharvey 🙏🏻🚁 @ Corpus Christi, Texas",0.3669293150305748,57,20,17,58,33,0.15073554,0.058438186,0.056122646,0.054904696,0.046728246
"De esas veces que sabes que vas a tener un domingo tranquilo #harvey en The Woodlands, Texas",0.1906665787100792,42,40,58,55,6,0.04019508,0.038997654,0.037879117,0.037702095,0.03589263
@Regrann from @DaRealESG - #Repost djwordman_713・・・Wow..... #houston #houstonflood…,0.3019949495792389,40,33,21,57,50,0.08230431,0.07463088,0.063447244,0.042365108,0.039247412
"IMPORTANT PHONE NUMBERS ☎️📞📲 #Houston #hurricaneharvey @ Houston, Texas",0.20873375982046127,57,21,33,31,30,0.044975355,0.04295376,0.042641763,0.039629336,0.038533546
#hurricaneharvey #prayforhouston #flooding #flood2017 I'm currently flooded in but safe. Thanks…,0.25115736201405525,33,21,23,7,16,0.06370567,0.051738445,0.050058164,0.04439403,0.041261055
"Playing games with #hurricaneharvey outside @ Pasadena, Texas",0.2615744322538376,30,31,33,6,44,0.06867695,0.068352826,0.05237147,0.044343192,0.027829997
#Rainbow #DoorKnobHitYouInTheAss #Harvey @ Dubuisson Family Pad,0.21002548187971115,57,24,33,30,58,0.051577438,0.048345055,0.042425636,0.03408708,0.033590272
We survived #hurricaneHarvey there are still are lot of people in need in this great state but…,0.3282487764954567,57,40,33,61,21,0.11173631,0.065384865,0.05700407,0.055247936,0.03887559
#Harvey flooding is bring a lot of spiders into our house. Our sweet cat Norman is working hard.…,0.3012463040649891,52,12,62,43,10,0.093177,0.07227193,0.06538318,0.03570611,0.034708086
"Come out to #dbarhouston tomorrow 12-4pm , bring all donations #houston #hurricaneharvey @…",0.4591466151177883,61,57,58,33,44,0.21251039,0.0918471,0.059495088,0.048405062,0.046888974
Frankie and Bear were two dogs affected by #HurricaneHarvey who were left behind in a boat.…,0.5027686543762684,46,34,5,27,3,0.1923674,0.17869163,0.055904116,0.039746825,0.036058683
#houstonstrong #hurricaneharvey #houstonianscomingtogether @ BBVA Compass Stadium,0.21311425417661667,57,11,61,34,24,0.053552542,0.048160795,0.048117757,0.031945743,0.031337418
My mother made me #fearless #hurricaneharvey #houston#monsterjam help support! monster trucks…,0.19757789745926857,61,47,33,4,57,0.04411487,0.03914528,0.038239185,0.038122356,0.037956208
#MileyCyrus #Donates $#500k To #HurricaneHarvey #ReliefFund -…,0.5320539511740208,48,11,24,63,31,0.2560844,0.15400879,0.05957524,0.03539108,0.026994426
Doing all we can for the familys from Houston.Bike day away from the floods.#hurricane #harvey…,0.2597906142473221,33,31,61,62,57,0.07833101,0.061481826,0.042818416,0.038814206,0.038345158
"I can't even imagine what they are feeling. Be with them, Lord. 😢#houston #houstonflood…",0.45150239020586014,21,46,34,17,5,0.24220452,0.079267845,0.06283692,0.03434209,0.032851014
"Hey Houston #hurricaneharvey hit hard, but @BCFellowship is on the ground helping to rebuild in…",0.4291008673608303,33,57,58,40,17,0.117055304,0.11693957,0.08159997,0.061277967,0.052228056
Any one in need please stop by @TheLukeHumble #hurricaneharvey #hoUSton #strong #LukeStrong @…,0.5334275718778372,57,11,48,21,59,0.22658426,0.101671346,0.09077384,0.08378098,0.030617146
Airport fire department raising donations for #HurricaneHarvey (at @atlairport),0.27268847450613976,33,50,53,54,40,0.07481884,0.056437984,0.05131388,0.04651104,0.04360673
@emmetheband @Glitter_Tribe #hurricaneharvey #houston relief #atx #redriver @ Swan Dive,0.25890347734093666,20,54,0,50,15,0.08581878,0.046972618,0.042435754,0.04227031,0.041406013
Today will be my first day back to work in over a week #hurricaneharvey,0.3052070587873459,62,42,52,43,12,0.0704126,0.06178563,0.061630778,0.05627192,0.05510613
Cleaning supplies mode initiated! Loaded up and heading out! #texasflood #houstonflood…,0.2867343947291374,33,31,30,63,57,0.081027366,0.05894767,0.05394285,0.04696118,0.045855325
#Repost @iamterryrenee・・・#themoreyouknow🌈 #Hurricanes #HurricaneHarvey #HurricaneIrma @Regrann…,0.2418118380010128,11,21,54,50,48,0.07206502,0.056988765,0.03827928,0.037670985,0.03680779
"#bouncetowninc #hurricaneharvey #hurricaneirma #hurricanejose @ Bouncetown, Inc.",0.19727259129285812,24,11,57,34,58,0.052301235,0.039536513,0.03741074,0.03438545,0.033638652
"People in line for sandbags #hurricaneharvey #hurricaneissues @ Corpus Christi, Texas",0.188388979062438,32,55,19,42,46,0.04523613,0.043328304,0.039426114,0.03427644,0.02612199
Alright Gulf Coasters here we are and #Harvey is heading our way. Heavy rain fall will make it…,0.2520459219813347,33,57,31,58,53,0.078418165,0.06340066,0.041071497,0.035300385,0.03385521
"Well at least two of us aren't freaking out 😂 #sanantonio #hurricaneharvey @ San Antonio, Texas",0.2039446011185646,20,33,12,62,52,0.06063158,0.0393836,0.038066387,0.03314957,0.03271346
"Just getting started #harvey @weatherchannel @ Victoria, Texas",0.2759197913110256,31,57,44,54,40,0.07878427,0.07184714,0.053708497,0.036896892,0.03468299
"Another view of White Oak #Bayou in #Houston, getting higher as rainwater from #HurricaneHarvey…",0.3077082671225071,33,31,6,57,41,0.10685978,0.07846016,0.043006133,0.03992916,0.039453037
"When all else fails, have a #spaday #efyouharvey #hurricaneharvey #htx @ Kenswick Forest,…",0.2199932411313057,21,11,33,63,57,0.057044927,0.05189452,0.03796121,0.036941387,0.036151197
#HurricaneHarvey #Henny #FloodBae #FloodAdvice #Straight2ThePointPodcast #Houston #iTunes…,0.2217730674892664,11,57,48,21,34,0.07206874,0.045927208,0.0416267,0.032319438,0.02983098
#hurricaneharvey #bottleshare - Drinking an Insomnium by @PKbeerCO at @hollisloveshops — #photo,0.48913421109318733,48,11,33,24,57,0.18452941,0.1777339,0.051537316,0.040999196,0.03433439
"Still sporting my #Phillies, #hurricaneharvey can't hold us Texans…",0.45343245565891266,61,57,58,8,47,0.23939268,0.095618695,0.050853215,0.03792961,0.029638253
Flooding flooding everywhere!#HurricaneHarvey @ Tyrrell Park and…,0.23361434042453766,52,43,32,55,62,0.05818696,0.051024366,0.044084255,0.040833633,0.039485127
Day FOUR of dealing with the demon child know as #harvey #harveyflood #hurrication 💦💦💦 @ Sixth…,0.43325000628829,44,42,32,55,52,0.28198576,0.053022202,0.035296213,0.032809936,0.030135896
Simple dinner for tonight! #hurricaneharvey #tropicalstormharvey #signpimp #cobrapb #SMDnation…,0.2772066220641136,33,53,36,16,7,0.066708654,0.05908858,0.05460179,0.05178898,0.04501862
"SEND SOME HELP PLEASE ‼️‼️ #hurricaneharvey #houston @ Houston, Texas",0.2804046906530857,21,11,61,63,34,0.15172486,0.036065247,0.031585645,0.03080527,0.03022367
I knew I kept these marching boots for a reason! #hurricaneharvey…,0.2249467894434929,26,55,32,33,11,0.057950947,0.057559572,0.04299677,0.03669154,0.02974796
#harvey #justgothere #after5hours #lookingfordryland #patmateluna #cinemtographer…,0.2074216715991497,11,57,48,34,58,0.06416541,0.046380192,0.03827532,0.029488051,0.029112695
Thank you God. 🙏🏻 #simmerdown #harvey @ Sienna Village Of Anderson…,0.4611191414296627,21,17,33,40,8,0.2761305,0.075932875,0.03714034,0.036301464,0.035613965
Don't forget to order a #Harvey Wallbanger at your local watering hole this month! Some proceeds…,0.36952948942780495,33,50,54,36,53,0.10307503,0.088686295,0.06488685,0.05983121,0.053050105
Have acquired the most important #hurricaneharvey supply: more food for Buttons. @ Lexington…,0.29029718041419983,33,50,54,36,44,0.08858495,0.061172474,0.0476149,0.047092594,0.04583226
"With #hurricaneharvey bearing down on Texas, we're in survival mode mcdonalds. Stay safe…",0.3512081392109394,21,33,30,57,8,0.11958767,0.07522179,0.06482049,0.04662308,0.04495511
"#Harvey dinner 1. #2010 drinking great. @ Houston, Texas",0.3350357599556446,33,30,36,31,6,0.11167658,0.06350259,0.054244336,0.05336805,0.052244205
Si con la pura orilla de #Harvey nos está cargando el payaso. No me quiero imaginar…,0.35836751759052277,55,43,56,34,32,0.09557548,0.077987656,0.06395011,0.061425608,0.059428666
Benny is protecting his favorite bone from #harvey @ East Side,0.22208623215556145,51,36,0,4,57,0.04834917,0.047402095,0.042834986,0.041929178,0.041570805
This is @isabeldraney during #hurricaneharvey! For the love of…,0.298892542719841,8,33,47,40,61,0.07864528,0.062495157,0.058305126,0.051148094,0.048298884
#PrayForHouston #HurricaneHarvey #Floods #Flooded #Tornado #Tornados #Rain #TropicalStorm…,0.210517767816782,11,34,48,55,57,0.06285025,0.04334583,0.038383458,0.033141304,0.032796923
#hurricaneharvey #bottleshare - Drinking a ReefStorm by @3magbrewing at @hollisloveshops — #photo,0.481499258428812,11,48,33,24,57,0.17708206,0.17686488,0.048364002,0.046467066,0.03272125
"Stay safe. It's too dark to take chances. This is real. #hurricaneharvey @ Third Ward, Houston",0.2800547666847706,21,46,34,30,13,0.094216004,0.06430547,0.056814395,0.035462018,0.02925688
