Text,Top5%,Emoji_1,Emoji_2,Emoji_3,Emoji_4,Emoji_5,Pct_1,Pct_2,Pct_3,Pct_4,Pct_5
#hurricaneharvey #bottleshare - Drinking an Atrial Rubicite (Blend 7) at @hollisloveshops - #photo,0.2772727943956852,11,33,48,54,57,0.06954582,0.06318545,0.05408074,0.045361947,0.045098834
"#harvey night highlights @ College Station, Texas",0.3199237324297428,31,6,33,30,44,0.08146553,0.065599285,0.062261544,0.060435593,0.050161783
"#ontheroadagain #lovewhatyoudo #harvey (@ Ronald Reagan Washington National Airport in Arlington, VA)",0.19989929720759392,30,24,33,31,50,0.044621177,0.041072085,0.0409078,0.039036438,0.034261797
#sendhelp #attention #houstonflooding #hurricanharvey #pleaseshare…,0.2699378617107868,39,52,43,45,34,0.0889474,0.052752633,0.045338552,0.04451437,0.038384907
"Stores open till 9pm ‼️#hurricaneharvey @ Houston, Texas",0.28297554701566696,17,31,44,10,53,0.07393058,0.059789486,0.058698673,0.046212822,0.04434399
#HurricaneHarvey will not stop the grind. I stay reading to volunteer...#NoOffseason…,0.30578531324863434,57,38,13,41,44,0.07612032,0.065904126,0.06565645,0.059007853,0.039096564
#PrayForHouston #HurricaneHarvey #Floods #Flooded #Tornado #Tornados #Rain #TropicalStorm…,0.210517767816782,11,34,48,55,57,0.06285025,0.04334583,0.038383458,0.033141304,0.032796923
When you've been stuck in the house for too long bc #HurricaneHarvey…,0.26284534484148026,42,20,19,25,32,0.0745364,0.064709395,0.050976157,0.03776499,0.034858406
Our flight back to Texas was cancelled because of #Harvey Thankfully we were reissued a flight…,0.23486482724547386,32,21,19,20,55,0.05712472,0.046118814,0.04597279,0.042921357,0.042727146
"@cylie0528 dancing in the rain #HurricaneHarvey @ Natchitoches, Louisiana",0.2892570532858372,11,33,40,48,53,0.12892391,0.04389555,0.041137908,0.03791314,0.037386548
Gathering clothes and supplies for Hurricane relief #hurricaneharvey #texas #dallas #carrollton…,0.20076175034046173,33,20,21,53,17,0.05021671,0.040742178,0.039824758,0.03538729,0.034590818
#Repost @MrSockGame・・・#Hurricaneharvey #OneLoveHouston @ Screwed Up Records & Tapes,0.4053720720112324,11,48,33,57,21,0.14618945,0.08660782,0.07757747,0.04793897,0.04705836
To get you through the storm #harvey #houston #htown hold it down💪 djrakuttz@youtube.com @ Third…,0.4210463874042034,57,13,21,61,58,0.13421614,0.08425294,0.0747417,0.06874505,0.05909056
$2.15 - #Thankfully Everywhere else is anywhere from $2.25 - $2.45!! #HurricaneHarvey,0.3283849135041237,32,55,12,37,42,0.118449636,0.073466934,0.048789296,0.045354106,0.04232494
"Please share and donate to help my family out #HurricaneHarvey #Rockport #Texas @ Rockport, Texas",0.5305216610431671,21,61,34,59,8,0.31140977,0.07086977,0.051906075,0.05106832,0.04526772
Performing and Donating today at #MusicMovesHouston #HurricaneHarvey Relief Concert. If you have…,0.22822601348161697,11,53,33,7,63,0.062187094,0.051119067,0.04256296,0.039243743,0.033113148
Headed east to escape #hurricaneharvey but the #trout didn't escape the #matrixmullet awesome…,0.33103708922863007,33,40,31,17,6,0.12855294,0.073785275,0.05610239,0.040496953,0.032099526
Enjoyed volunteering today with Rotary and Meals of Hope #Harvey…,0.34258268401026726,33,16,7,53,63,0.08469335,0.08405769,0.078876,0.054078422,0.04087722
"Helping out. #harvey (@ Rockport Vol Fire Dept in Rockport, TX)",0.2696499079465866,33,63,30,11,31,0.06540137,0.06142057,0.05279398,0.04634031,0.04369368
$lvtty $l!mz throwing down for the #hurricaneharvey #benefit at…,0.4428323917090893,13,44,31,57,17,0.13801414,0.09938707,0.081512436,0.07093285,0.052985895
"If you lost your pet during #Harvey or found a pet in the aftermath, visit…",0.24801917001605034,46,34,8,30,61,0.08102966,0.054968342,0.03848589,0.038358364,0.035176914
After #Harvey the cleanup efforts are in full force! #aftermath #AfterTheStorm #TexasStrong @…,0.4896697998046875,57,58,33,40,53,0.20985952,0.11658458,0.072388776,0.050729178,0.04010775
Another reason to #love #kickinkasian #harvey #relief #hurricaneharvey @redcross @kickinkasian…,0.34940072894096375,47,8,59,61,24,0.07587186,0.074908495,0.07034774,0.068488486,0.059784144
"Temporary roof repair courtesy of #HurricaneHarvey... (@ Trinity Christian Center - @beevillechurch in Beeville, TX)",0.2511947527527809,33,63,31,21,11,0.06756268,0.053668927,0.051818572,0.03957828,0.038566295
"Gulp. Looks like our place in #Texas will barely miss #HurricaneHarvey. Loads of rain/flooding,…",0.3390182629227638,52,22,12,43,34,0.07969074,0.074526615,0.07257547,0.060627792,0.051597644
Crazy line waiting at my local grocery store. #heb #hurricaneharvey @ H-E-B Grocery,0.19198927283287048,11,62,54,48,12,0.044771194,0.040704582,0.03848781,0.034502123,0.033523563
Prayers to my friends in the great state of #texas #hurricaneharvey is now a #category4…,0.6171645261347294,21,34,61,46,5,0.3942254,0.062014166,0.061396074,0.059773646,0.03975525
BBC: #Hurricane #Harvey's high winds make landfall in Texas -,0.1791029330343008,33,24,31,63,62,0.048278183,0.03621704,0.03565723,0.030755764,0.028194714
"#Harvey is weakening, but Galveston and parts of the Houston area are still getting pounded with…",0.22572027146816254,41,12,22,25,62,0.063512385,0.052647043,0.04010038,0.035760887,0.033699576
"🎶Listen to the #rain • @feofficial•#htx #hurricaneharvey @ Houston, Texas",0.395282581448555,11,48,33,63,17,0.15297815,0.13185762,0.041204274,0.037009336,0.0322332
It's hard to keep a lab out of water. Stella. #harvey #rain #flood #labmix #labrador…,0.30099186301231384,39,52,43,45,57,0.06978075,0.065697275,0.06380076,0.052856904,0.048856173
#hurricaneharvey #bottleshare - Drinking a Fundamental Summation (2017) at @hollisloveshops - #photo,0.3374123089015484,11,48,24,33,31,0.12059641,0.08631687,0.047618687,0.041605044,0.0412753
"I ❤️ #Houston. This diverse city coming together to take care of each other. Thank you to Deputies Fernandez, Patel & Tran! #Harvey",0.4026592969894409,8,47,24,61,21,0.10155357,0.0935306,0.07820479,0.06531312,0.064057216
#Repost harveyrescuepage・・・Please repost!! #hurricaneharvey #harvey2017 #sendhelp #houston…,0.27961672842502594,21,34,3,60,8,0.103743315,0.05813371,0.041224882,0.03872725,0.03778757
Let the games begin. Hurricane Harvey#hurricane #harvey #Texas @ The Gilbert Marketing Group…,0.30652158707380295,44,33,57,31,40,0.075343795,0.06606272,0.062440757,0.056903906,0.04577041
"🇨🇱 ⭐️󠁵󠁳󠁴󠁸󠁿🙏🏼 #prayfortexas #TexasStrong #hurricaneharvey @ Houston, Texas",0.288473978638649,11,21,48,34,57,0.1095762,0.057434205,0.050305795,0.036293115,0.03486466
#Houston #UnidosPorHouston #Harvey #TexasStrong Entro como huracán…,0.19971096515655518,55,11,32,34,45,0.046948344,0.046466265,0.037187394,0.034857776,0.034251187
"Out here helping folks get thru this water #harvey @ Westside, Houston, Texas",0.47831543534994125,13,44,57,37,31,0.16686274,0.13008232,0.06622856,0.060399268,0.05474254
#Harvey >> I-45 has reopened 🙌🏽🙌🏽🙌🏽. Repost from @houstoniamag…,0.35157178714871407,24,47,63,16,57,0.13963379,0.07697958,0.05299522,0.044314194,0.037649006
"#Repost @trinabroussard (get_repost)・・・Shelter Info.#Houston #HURRICANEHARVEY @ Houston, Texas",0.2967335507273674,11,21,33,63,48,0.07265686,0.06610145,0.055909388,0.05329632,0.048769534
Water down Post #harvey #houston no more donations @NRGParkFan #texas #hurricanharvey #flood…,0.24501921236515045,57,34,33,54,58,0.069627695,0.066934094,0.041302823,0.03518655,0.03196805
#hurricaneharvey welcoming me to Texas in my first week here.…,0.23093849793076515,53,10,4,33,7,0.054890368,0.051406335,0.046749286,0.04007258,0.03781993
Waking up in #CorpusChristi & heading out. #HurricaneHarvey getting closer. Should be in sustained TS wind soon.,0.250598281621933,33,62,52,43,14,0.078463845,0.055048686,0.040948458,0.039934307,0.036202986
"Having a beer for my Houston friends, hoping they are safe in the storm. #hurricaneharvey @…",0.4007212817668915,21,61,62,33,8,0.19509867,0.090319864,0.041014496,0.0376474,0.036640853
No heckin concern mah fren. We stocked up for #hurricaneharvey #topoturnt #julios…,0.3420780412852764,57,58,33,50,31,0.12362292,0.08383273,0.05310995,0.044351958,0.037160482
