Text,Top5%,Emoji_1,Emoji_2,Emoji_3,Emoji_4,Emoji_5,Pct_1,Pct_2,Pct_3,Pct_4,Pct_5
This is still an active request!!!!!!!#HurricaneHarvey #Houston #HelpSomeoneHelpSomeone…,0.22852447628974915,57,33,63,21,53,0.05891598,0.0470345,0.04653778,0.039345678,0.03669054
"Outta the mouth of babes ""Sun? Is that you?""#HurricaneHarvey #Sun #SouthTexas #Weather…",0.2125471532344818,31,30,54,49,50,0.05663853,0.045037523,0.042614665,0.03462375,0.033632684
September 2nd Tail Gate @ #TXST For The Victims Of #HurricaneHarvey Anything You Can Bring Will…,0.2497897781431675,44,33,57,21,58,0.065001,0.050719924,0.048177045,0.047662996,0.03822881
via @_ROCKNESS_ #repost #HurricaneHarvey #Houston #CommunityOutreach #Relief #Support #Survivors…,0.3034045398235321,21,33,11,57,48,0.06935026,0.06478677,0.060942385,0.054687243,0.053637885
A patch of blue sky! First blue sky I've see since I returned home on Friday. #harvey2017…,0.5478213373571634,61,33,53,4,11,0.42573753,0.038175207,0.034302395,0.02575711,0.023849096
"Long Live PAC #realtalk #harvey @ Copperbrook, Houston, Texas",0.495358694344759,21,11,48,13,17,0.18822032,0.11032155,0.074909136,0.062111255,0.05979643
"We only have 10,000 more to go @beverlysteiner lol. #HurricaneHarvey @ Austin Convention Center",0.23738007247447968,40,53,54,33,57,0.051546767,0.05021149,0.05005858,0.0456311,0.039932135
Closed due to train derailment in #Harvey on Destrehan Ave SB between River Rd and 4th St #traffic #NOLA,0.28929586336016655,33,31,57,62,53,0.09309005,0.07633797,0.044230476,0.040076174,0.035561193
#HurricaneHarvey @ Texas A&M University Galveston Campus,0.33005329221487045,61,41,33,4,6,0.080546126,0.07781498,0.05952945,0.058860753,0.053301983
Meanwhile in #montgomerytx #harvey #stormwatcher #emptyshelves #hurricaneharvey #houston #rain…,0.1907726190984249,45,34,35,20,11,0.045430094,0.04018656,0.037307262,0.0351652,0.032683503
Like this if you think we should stay in #hurricaneharvey @ Downtown…,0.19395459815859795,11,31,26,61,54,0.04720368,0.043613546,0.035328507,0.034703,0.033105865
We just need a half dozen more #cats to complete our cat/sandbag flood barrier #harvey #houston…,0.21654048934578896,21,33,34,10,62,0.07761354,0.04147086,0.035323497,0.03165749,0.030475102
#lonstar #lonestarstate #harvey #whathurricane #gonestar @ Little Dipper,0.2921746429055929,11,48,24,63,47,0.1109488,0.07092647,0.048255026,0.032243893,0.02980045
God Bless and God Speed to The people of #Houston as they experience the #Unthinkable with #Harvey2017,0.45576120540499687,21,17,63,40,8,0.24759966,0.10676678,0.035878167,0.032891683,0.03262491
Thank you bitchass #hurricaneharvey #3WetN2Wild has been moved to September 22nd stay tuned kids…,0.33172040805220604,58,40,17,21,33,0.076983795,0.074637525,0.0630143,0.060835574,0.056249216
Do it! Text RED CROSS to 90999 to donate $10 to help give relief to #hurricaneharvey victims.…,0.3515643924474716,21,8,47,7,33,0.09724216,0.08843537,0.060004268,0.055105362,0.050777234
#HurricaneHarvey: #Repost @djmrrogers (get_repost)・・・Road closures and the lack of deep…,0.24031194299459457,63,11,33,21,34,0.058994576,0.05231405,0.047609027,0.047145125,0.034249164
#HurricaneHarvey #Houston #Pray4Houston #PrayForHouston #HelpSomeoneHelpSomeone #Repost @…,0.2217730674892664,11,57,48,21,34,0.07206874,0.045927208,0.0416267,0.032319438,0.02983098
folks in Houston on my mind #harvey #rescuecrews #goodsamaritans #savinglives #howcanwehelp…,0.4863952212035656,48,11,44,21,13,0.2058623,0.15745567,0.050209157,0.038389277,0.03447882
🔊🗡☄✂⚡🗡🚨⚔☠🌀?🌊⚔🌪 #skratchsociety #skratchvlog episode 38 Escape from #hurricaneharvey day 3 🌪🌪🌧…,0.21655740588903427,11,48,21,34,57,0.060606074,0.045145705,0.037093293,0.03709184,0.036620494
Continued prayers for #houston. The flooding and effects of #hurricaneharvey are not over yet…,0.46914093010127544,21,61,34,8,47,0.32675117,0.042945717,0.038359787,0.030686863,0.030397391
"What a sight for sore eyes. #praisethesun #hurricaneharvey @ The Woodlands, Texas",0.34019575268030167,41,33,57,58,43,0.20155722,0.042565867,0.038669407,0.031071357,0.026331902
Repost this.🙏🙏 #portarthur #texas #hurricaneharvey #hournews #cajunnavy #rescue #prayforhouston…,0.22484148666262627,57,21,58,33,31,0.05341927,0.050446264,0.043286473,0.042183917,0.035505563
#prayforhouston #houston #2017 #houstonflood #houstonflooding #htown #flood #flooding #help…,0.2204793430864811,11,21,34,39,52,0.050672203,0.04758151,0.04643384,0.040258043,0.03553375
"🙄🤦🏿‍♂️""Look at Gawd"" -also Joel Osteen #joelosteen #comedy #meme #harvey #peezusworldtour @…",0.23720183968544006,40,57,21,33,17,0.05618557,0.050615866,0.047021065,0.045554932,0.037824407
"As Canada USResident-hav 2 say, so impress w Hou: Cnty judges,hpd, mayor, army of volunteers!-outstanding response to tragedy#houstonflood",0.2619881220161915,24,47,40,33,57,0.07470227,0.055762455,0.045825616,0.045559518,0.040138263
A little bit of a hustle to get gas this morning. #harvey #gas @ RaceTrac,0.47767793759703636,57,33,31,58,62,0.30636624,0.062525906,0.038623035,0.038518816,0.031643946
"#arriving in the 'nic of time'. #british #harvey #houston #wedidit @ Southwest Houston, TX",0.2210283726453781,21,33,17,57,30,0.05117613,0.049438942,0.0409702,0.040416606,0.039026495
"Stay indoors.. #tornadowarning #nashville #storm #flashflood #greysky #harvey @ Nashville,…",0.32950697280466557,11,48,33,30,31,0.14406152,0.06715882,0.04490597,0.04220361,0.031177053
I guess everyone is exploring the boundaries. #hurricaneharvey #HoustonStrong #cranes #flyaway @…,0.1825067661702633,50,30,54,33,31,0.047002587,0.0421834,0.03292514,0.030803222,0.029592417
"Looking at folks damage. #Harvey (@ Shepherd Park Terrace in Houston, TX)",0.295898612588644,41,44,31,33,12,0.13445252,0.046814423,0.045386545,0.035649486,0.033595636
It's a pleasure to #giveback to #hurricaneharvey victims with UT…,0.27753854915499687,21,44,33,61,17,0.093688905,0.065011464,0.051499005,0.034452777,0.032886397
#UnitedWeStand #Beaumont #PortArthur #Orange #Houston #SoutheastTexas #HurricaneHarvey will not…,0.2333298996090889,34,55,32,37,58,0.0645921,0.056716077,0.04554144,0.03365889,0.032821395
🗺#foundgas ⛽️#gasshortage 1st time bought #regular as #thatsalltheyhad #whatamission #harvey @…,0.2493905946612358,33,57,31,40,53,0.06617627,0.057363436,0.046173114,0.040420968,0.039256804
#harvey #friendsforlife #survivor2017 #kingwoodflood #blessed #moet #veuveclicquot #rebuild…,0.4231049381196499,21,57,17,11,61,0.25719157,0.049157687,0.04292852,0.038255587,0.035571575
"Our #CWU Combined Fund Drive is soliciting for #HurricaneHarvey relief donations. Any #gift counts. Read more, here:",0.334137748926878,33,50,7,53,16,0.09268053,0.07249515,0.063014135,0.060002096,0.04594584
Support #hurricaneHarvey by buying one of these shirt!! While supplies last ❤️ @ Nutrishop North…,0.3781541474163532,61,57,33,58,53,0.11500166,0.103852406,0.08734255,0.036362756,0.03559477
Repost @joshuakemp91 🌊🌊🌊🌊🌊Welcome to the future #hurricaneharvey #hurricaneirma…,0.2713084928691387,57,63,17,31,33,0.078815706,0.051889636,0.047979537,0.04751149,0.045112126
"Because CC airways has a water ban 😁 We're ready Harvey 🚣‍♂️⚡💧🌀 #hurricaneharvey @ South Side,…",0.29587751254439354,57,58,31,61,40,0.10204772,0.0637013,0.051106278,0.040490616,0.038531598
"Uh oh, outer bands of #Harvey are already arriving in #SpringTX. @ Spring, Texas",0.2963647022843361,12,62,31,41,11,0.08375525,0.062911995,0.056902565,0.04873563,0.044059265
#hurricaneharvey !! Loving and praying for you ! My family @hayleyreinitz rattpackdavid cmejia33…,0.559412345290184,21,47,8,61,24,0.17286344,0.11235361,0.110689886,0.09183662,0.071668796
"#harvey #Houston #corpuschristi #Texas #praying @ Playa del Carmen, Riviera Maya",0.5324039664119482,21,24,34,17,47,0.41643545,0.030783195,0.030591635,0.027947124,0.026646562
"Still have to walk the baby! #harvey #yorkiepoo #gotsoaked @ Houston, Texas",0.21634357422590256,34,29,43,52,42,0.046094816,0.045417663,0.042168293,0.041987088,0.040675715
