Text,Top5%,Emoji_1,Emoji_2,Emoji_3,Emoji_4,Emoji_5,Pct_1,Pct_2,Pct_3,Pct_4,Pct_5
Iowa Central Triton athletes from Texas #NJCAACares#hurricaneharvey#hurricaneharveyrelief @…,0.4037637934088707,57,61,33,40,31,0.14956035,0.072923765,0.07242161,0.060263433,0.04859464
"That window leads into my office and 1000+ books. #Harvey go away! @ Spring, Texas",0.3497788682579994,55,32,56,42,52,0.1026916,0.09020824,0.05952588,0.055131324,0.042221826
Does this need a caption? #help #charity #give #life #compassion #hurricane #hurricaneharvey…,0.24842126667499542,43,52,45,62,29,0.060323957,0.055525385,0.047233015,0.042819936,0.042518973
"Helping the wife clean up her office. #harvey (@ Texas Chiropractic College - @txchirocollege in Pasadena, TX)",0.2907976023852825,33,31,54,50,63,0.093648225,0.057675865,0.052627474,0.05128855,0.03555749
"I hear you, gibbon. #trumpsamerica #laidoff #harvey #irma #avocadoesareexpensive #marketing @…",0.3133152537047863,11,48,58,57,50,0.1337705,0.06782365,0.03973491,0.0380523,0.033933897
#Harvey vs #Katrina.,0.32887230068445206,58,57,61,44,40,0.11257891,0.09494365,0.04139308,0.040159214,0.039797444
All the way from Ohio to volunteer so kool #welovehouston #harvey @ Free Indeed Church…,0.3857187554240227,21,31,17,33,30,0.12881927,0.09017588,0.06750285,0.058568917,0.040651836
Our parking lot as of this morning. The band from #hurricaneharvey that hit last night was…,0.29739926382899284,11,12,6,31,0,0.12837076,0.044805825,0.044644773,0.04279928,0.036778625
Knocked out a couple 1000 meter rows at #OTFLA today to support victims of #hurricaneharvey.…,0.5469567459076643,58,57,33,44,40,0.23687318,0.17441308,0.069353506,0.036092374,0.0302246
VRLA P.S.A. #hurricaneharvey #prayersforhouston #prayersforbeaumont #prayersforlakecharles @…,0.2217730674892664,11,57,48,21,34,0.07206874,0.045927208,0.0416267,0.032319438,0.02983098
"Let's laugh and help the victims of #hurricaneharvey, courtesy of chrisdelia ronwhiteofficial…",0.28298065811395645,11,44,21,53,61,0.09622687,0.061559834,0.045233086,0.043369994,0.036590874
Always remember.Never forget. Keep Moving Forward!#floodrelief #hurricaneharvey…,0.4270128309726715,57,58,33,61,50,0.18414617,0.08494429,0.06502468,0.048482735,0.044414956
Great day of training for a great cause. #harvey #texasstrong #fightlife #fighter #mma #bjj…,0.5012601129710674,57,33,58,53,61,0.25106528,0.09182973,0.071762174,0.049789734,0.03681319
Join @ilfornaionline Coronado in helping the victims of #HurricaneHarvey as they recover from…,0.32280901074409485,33,57,21,40,58,0.09132081,0.08309141,0.058283534,0.048619475,0.04149378
#hurricaneharvey #houston #staysafe @ Downtown Houston,0.2117013894021511,11,48,31,61,24,0.063093305,0.04651097,0.03700798,0.033104625,0.03198451
TONIGHT NYC BENEFIT SHOWS #irma #harvey 9&11pm broadway_comedy_club BENEFIT shows almost sold…,0.2808954194188118,33,17,40,63,31,0.09032458,0.0530674,0.052235037,0.04633642,0.03893198
@Regrann from @sherrykhou - Never seen it this bad! #houstonflood #khou On MacGregor at Brays…,0.28096873313188553,33,40,58,57,4,0.101139314,0.05808131,0.0531178,0.03545644,0.033173867
"@nbcnightlynews #HOUSTON 🙏🏾 #HURRICANEHARVEY 👣 #ERLEE⌚️ @ Los Angeles, California",0.2243402935564518,21,11,24,50,34,0.0642078,0.054223094,0.039656527,0.03389412,0.03235875
"@TheChrisChicago on #HurricaneHarvey Rescue: ""It just doesn't seem real.""⠀⠀Full Interview at…",0.2678561136126518,33,50,34,40,46,0.093142554,0.050576568,0.04492378,0.041177318,0.038035896
HueyP and The Panthers Reunite ✊🏾#hurricaneharvey #hurricane #hurricaneirma #harvey #help…,0.32631848379969597,61,57,21,58,44,0.13857754,0.07127063,0.04792685,0.034809213,0.033734255
#hurricaneharvey #cleanup #houstonstrong #hoUSton HashTagged(Instagram)Tagged by…,0.17353294976055622,53,54,63,33,20,0.0405861,0.03533817,0.034525223,0.031950176,0.031133281
"Honored to be taking part tonight... In the aftermath of Hurricanes #Harvey and #Irma, the…",0.28316352516412735,31,44,61,57,33,0.06268369,0.057974894,0.057065587,0.0545583,0.050881058
Umm... I think we’ve gotten a little rain... ⛈😳 #hurricaneharvey @ Clearpoint Crossing Residences,0.26534540578722954,12,62,22,61,10,0.07614581,0.05398394,0.049848855,0.048051007,0.03731579
Three weeks after #hurricaneharvey there are a lot of folks in need of help. Our local…,0.26772019267082214,33,57,58,50,31,0.111023605,0.041193917,0.04002505,0.038525507,0.036952112
😂😂🤣🤣🤣🤣🚿☔️ y'all be safe out here it's raining crazy #houston #texas #harvey #rain #funny #besafe…,0.35500667989254,13,21,48,11,44,0.08759466,0.08468957,0.07404554,0.056438312,0.0522386
"#debris removal guidelines #FEMA #harvey #texas @ Houston, Texas",0.20424191281199455,11,34,48,46,42,0.07710653,0.037703387,0.035222016,0.027488416,0.026721565
#Htown #Harvey @ Q93,0.21668459475040436,24,61,21,47,58,0.06555976,0.04247365,0.037518825,0.035800554,0.035331804
So thankful for relief donations and volunteers to help unload! mbccnews #harvey #irma…,0.4030179977416992,21,17,61,57,33,0.137315,0.08125747,0.06546377,0.065101154,0.053880602
You won't believe this guy.#vines #Houston #Texas #hurricane #harvey #lamontgilbert @ Bright…,0.24021473340690136,11,48,31,34,55,0.10502595,0.050446365,0.03228662,0.027371442,0.025084358
Necessary after a successful first day of school. Finally. Two weeks late. #HurricaneHarvey @…,0.2602153830230236,17,21,33,57,40,0.069801636,0.053379796,0.0513987,0.045229822,0.04040543
"Well, it has what we hope would happen did happen. 😖 #flood #hurricaneharvey #houstontx @…",0.24832545220851898,21,34,46,27,5,0.07523453,0.059260868,0.04801988,0.033579875,0.0322303
