Text,Top5%,Emoji_1,Emoji_2,Emoji_3,Emoji_4,Emoji_5,Pct_1,Pct_2,Pct_3,Pct_4,Pct_5
"...🌊🌨💦... #hurricaneharvey @ Houston, Texas",0.21381331235170364,11,48,21,57,34,0.06690195,0.040408134,0.0375377,0.035226487,0.033739038
"#HurricaneHarvey #SouthTexasWeather 🙏🏽🙌🏽Psalm 91:9-11 You have made the Lord your defender, the…",0.4817168489098549,21,63,17,61,59,0.24068949,0.06788535,0.062202215,0.058443155,0.052496646
"Wind is picking up. Just over 2"" of rain today. The worst is yet to come. #funtimes #harvey…",0.3033798523247242,52,12,43,62,55,0.07135436,0.06217283,0.058956526,0.057962082,0.052934054
Hurricane #Harvey arrives in Hays County 0230 @ Shadow Creek,0.18274018168449402,46,34,4,33,61,0.04067383,0.039133754,0.038042102,0.033989664,0.030900832
Hats are flying off the shelves over here!!! #hurricaneharvey #houston #capsforsale #htown…,0.2512403428554535,12,40,33,41,62,0.061240915,0.061059713,0.059777826,0.035392594,0.033769295
"Update at 9:45pm. Flooding begins. #HurricaneHarvey @ Houston, Texas",0.30111489072442055,30,31,44,62,33,0.079094924,0.06443605,0.057393767,0.05254223,0.047647923
Fresh videos coming to #youtube link in the description #stevelyons #houston #hurricaneharvey…,0.3114514946937561,63,31,33,53,17,0.09918381,0.077612475,0.053193863,0.041496456,0.03996489
#hurricaneharvey #bottleshare - Drinking a Galaxy DDH Juicy Bits at @hollisloveshops - #photo,0.27174217253923416,11,33,54,58,6,0.07054073,0.057489812,0.051944405,0.04799514,0.043772083
"#hurricaneharvey #Harvey #flooding #Houston #Htown 🤦🏾‍♂️🤦🏾‍♂️😒 @ Westside, Houston, Texas",0.3422643579542637,11,48,21,57,63,0.14250591,0.07714591,0.0546878,0.034431692,0.03349304
"Not a game in #Houston, Texas right now. #HurricaneHarvey doing…",0.2690918743610382,61,33,32,40,57,0.11853765,0.039097823,0.037514567,0.03734303,0.036598805
"Una foto tomada hace un par de días y atrás de mi él famoso #harvey en Guadalajara, Jalisco",0.2308375034481287,24,58,55,47,11,0.08148773,0.049703125,0.035150725,0.033911534,0.03058439
This is 20 year old BK before she lived in fucking Atlantis #harvey #cabinfeverisreal @…,0.2796640843153,39,12,32,58,55,0.091996334,0.08261798,0.039630525,0.03538442,0.030034821
Our hearts go out to all of those affected by #HurricaneHarvey. We encourage everyone to stay…,0.5338493064045906,61,59,8,47,46,0.15013178,0.110120155,0.10978852,0.09241952,0.07138933
#houstonmassagetherapist #pray #houston #harvey @ Roderick's Therapeutic Massage LLC,0.5575712211430073,21,17,34,24,33,0.46123642,0.02774888,0.024480725,0.02309029,0.021014908
Small drainage ditch magically transformed by #hurricaneharvey into a torrent of destruction…,0.6903336830437183,44,63,51,31,58,0.60258216,0.024837825,0.023232764,0.020685485,0.018995453
#Starbucks is helping communities affected by #HurricaneHarvey.…,0.25934305787086487,33,34,46,53,21,0.06486251,0.058928456,0.050000217,0.049879827,0.035672046
All dropped off and heading home. Thanks to all who donated.#hurricaneharvey #Houston…,0.42719729244709015,61,33,57,40,59,0.14668734,0.12468253,0.05227315,0.051790673,0.051763594
Almost forgot to document this. #donations #HarveyRelief #HurricaneHarvey safe travels…,0.32829564437270164,21,61,30,8,59,0.16890895,0.04792739,0.04191434,0.0350335,0.034511458
#diy #ups for the #sumppump in #galveston in preparation for #harvey @ Rosenberg Clinic Services,0.39775483310222626,33,57,31,58,53,0.15037264,0.09893576,0.05729685,0.050305903,0.04084368
Screw you #HurricaneHarvey - Drinking a Blood Belt by @SouthernStarBC @ Johnson Beer Fridge — #photo,0.44288787618279457,32,55,58,42,37,0.16076826,0.11855411,0.07073289,0.046806518,0.046026103
🙏🏻✨✨#prayersfortexas #hurricaneharvey @ Sandy Hook,0.31097596511244774,48,11,21,58,34,0.075314015,0.07334769,0.06844697,0.04842452,0.04544277
"Keeping tabs on #harvey2017 from @RiceFootball team hotel in Sydney - live streaming @Fox26Houston. Stay safe, everybody!",0.38361966609954834,33,30,31,57,21,0.15502486,0.076286994,0.05786888,0.048430886,0.04600805
Video from the 2nd floor of the grocery store getting the last items as #HurricaneHarvey sits to…,0.22525956481695175,33,40,57,32,17,0.062020242,0.042536702,0.042134807,0.04123745,0.037330363
"Still heading towards the #bayou. Rainy, though... #houston #hurricaneharvey @ Houston, Texas",0.1947131510823965,61,33,34,27,30,0.04999759,0.04158792,0.038337566,0.03373928,0.031050796
#houston #harvey #prayforhouston #myview #texas @ Homewood Suites by Hilton Houston near the…,0.30820951610803604,11,48,33,31,57,0.102190845,0.08412471,0.04745667,0.03938617,0.035051122
"OMG. A few blocks from our place. Stay safe everyone. #HurricaneHarvey #Houston #TX @ Houston,…",0.42946992069482803,21,34,61,46,8,0.120293066,0.10991215,0.0900693,0.0593796,0.049815804
#HurricaneHarvey reaching all the way up to #Arlington #TX . Prayers to everyone in Houston and…,0.6958852671086788,21,61,8,17,34,0.5384157,0.045765676,0.038703218,0.038469795,0.034530908
"If you or someone you know has been affected by #hurricaneharvey, please share this message…",0.4054179713129997,21,8,59,34,46,0.21557516,0.05341524,0.048617803,0.045692157,0.042117614
#Harvey FEMA is paying for hotel rooms. Call and register. @…,0.22724592313170433,33,62,10,57,12,0.07905852,0.039130762,0.038155567,0.036233343,0.03466773
"Thankful. Grateful. Blessed. #Houston #Texas #HTX #Harvey #WeLoveHouston @ Houston, Texas",0.4630545936524868,21,17,61,8,63,0.23659596,0.0890834,0.049363323,0.04490121,0.0431107
"#hurricane #harvey #confederateflag #confederatestatues #hero #equality @ Houston, Texas",0.2617369778454304,11,48,57,21,30,0.08143455,0.056392588,0.049060874,0.041114505,0.033734463
"#lbny #longbeachny #harvey #hurricaneharvey @ Long Beach, New York",0.23433079943060875,30,24,11,47,4,0.05680008,0.054485627,0.04954973,0.037527032,0.035968333
"Get home and stay safe family. 🙏🏾 #houston #harvey #curfew #HoustonStrong @ Houston, Texas",0.31588535755872726,21,61,8,30,34,0.13741063,0.049529843,0.04635465,0.04131656,0.041273676
Very uplifting to see this 🙌🏾🙏🏾 These victims of #hurricaneharvey are keeping their faith…,0.4480724558234215,21,33,40,57,17,0.18956637,0.09814804,0.06099352,0.049965452,0.04939907
"Sending thoughts and prayers to all those affected by #hurricaneharvey in #texas, we will be…",0.6177377700805664,21,61,46,59,8,0.27972728,0.1144724,0.08793378,0.0735782,0.062026113
@tim_cook any way to donate to #Harvey via iTunes without the Red Cross? Lack of transparency and rate of flow thru to the cause concerns me,0.3660161457955837,22,27,32,50,62,0.12558402,0.06562547,0.06161617,0.05747478,0.055715706
"#Harvey, from one of my brother's perspectives in Port Arthur, Texas. It's easy to think - why…",0.2122928611934185,22,34,12,62,25,0.052527968,0.04354008,0.039642513,0.038654167,0.037928134
Humble area Volunteers bringing supplies to Pentecostals of Atascocita #hurricaneHarvey…,0.32246343418955803,21,17,33,40,57,0.09057538,0.06879655,0.06621935,0.054916732,0.041955415
Our prayers are with you. #HurricaneHarveyRelief #HoustonStrong #Love #Houston #HurricaneHarvey…,0.6715332567691803,21,61,8,59,47,0.24836214,0.124579385,0.103016794,0.100782864,0.094792075
People are still Serving! Red Cross Delivery! #redcross #shelter #hurricaneharvey @ First…,0.29613133892416954,33,57,58,40,53,0.09958414,0.054776978,0.05435876,0.04433099,0.043080468
#HurricaneHarvey #DisasterRelief #HoustonTexas #USMilitary #HoustonStrong #Marines #EGA…,0.2217730674892664,11,57,48,21,34,0.07206874,0.045927208,0.0416267,0.032319438,0.02983098
"For #Texas #immigrants, #Harvey came at an already tense time -…",0.2724255584180355,62,12,10,41,28,0.10658966,0.05262572,0.04889584,0.032479662,0.031834677
Tonight we get down with the iconic Starship #webuiltthiscity #hurricaneharvey #relief @ Las…,0.5804880782961845,11,48,63,31,17,0.27948377,0.18619439,0.043828852,0.035775222,0.03520585
"#riseandshine #justbreathe #godblesstexas #harvey #irma @ Grapevine,…",0.24435321427881718,11,48,57,58,24,0.083849266,0.056725703,0.03908192,0.037836637,0.026859688
Trying to get this #movement going after the gluttony of #harvey .…,0.36736008897423744,39,57,52,62,43,0.12911184,0.08124525,0.06643683,0.04615211,0.04441406
"Funky Zebra, gone. #harvey2017 @ Rockport, Texas",0.5789848901331425,11,48,30,31,42,0.29300585,0.12964864,0.09596987,0.03590136,0.024459165
"#Traebn and #Beyonce in 3rd Ward giving back to the #HurricaneHarvey victims @ Norfolk, Virginia",0.31947871297597885,33,40,17,61,21,0.11159765,0.069319665,0.05075963,0.045705523,0.042096246
Checking in on the horses during #HurricaneHarvey #horse @ Tyrrell…,0.23070378601551056,33,30,10,62,6,0.07491075,0.045988407,0.03712391,0.03685485,0.035825867
From the edges of #harvey @ Mueller Austin,0.19036203995347023,11,24,17,40,48,0.048183728,0.03800553,0.035737347,0.034612514,0.03382292
#stockpiling #beprepared #hurricaneharvey @ Via 313 Pizza - Oak Hill,0.2134322188794613,24,57,11,47,48,0.05679937,0.043892115,0.040871114,0.037567798,0.03430182
Cvs pharmacy drive thru was taking no chances. #hurricaneharvey #galveston @ Galveston Island,0.19879786670207977,32,34,56,55,19,0.04480742,0.042406246,0.038941767,0.03884068,0.033801753
Aaaaand we do it all again. #hurricaneharvey nbcnews @ Emerald Beach Hotel,0.28618070110678673,11,48,24,57,61,0.09357927,0.04999569,0.049092747,0.048860513,0.04465248
Just waiting for a dry road. #hennessey #twinturbo #lamborghini #pennzoil #harvey @ Hennessey…,0.2153771836310625,11,48,44,31,54,0.06994933,0.044509064,0.038997825,0.0310406,0.030880366
"#issalightshow #harvey #rosenberg @ Fort Bend County, Texas",0.25292662158608437,61,11,57,24,40,0.066007935,0.06120001,0.043798923,0.04313333,0.038786422
"Looks like a scene from a movie 😫😫😫 #houston #hurricaneharvey #prayers #repost @ Houston, Texas",0.4124246947467327,21,34,46,33,17,0.23475346,0.08117408,0.03615033,0.033134956,0.027211867
I-10 is now #HarveyRiver#HurricaneHarvey @ Downtown Houston,0.2216562870889902,44,31,17,11,30,0.058060057,0.05702253,0.043340504,0.033034097,0.030199097
