Text,Top5%,Emoji_1,Emoji_2,Emoji_3,Emoji_4,Emoji_5,Pct_1,Pct_2,Pct_3,Pct_4,Pct_5
For Houston. Thx @Via313Pizza #HurricanHarvey #houston #hurricanrelief #harvey #texas #austin…,0.2852199040353298,33,21,30,31,50,0.080809765,0.056716554,0.054502726,0.0474534,0.04573746
"So happy to see this! #hurricaneharvey @ Houston, Texas",0.32757391408085823,61,8,53,17,40,0.111680724,0.057269607,0.055287596,0.053301528,0.05003446
Please join us in praying for those effected by #hurricaneharvey - For those in the area…,0.730062160640955,21,34,61,17,5,0.6241001,0.0377439,0.026521174,0.02099309,0.020703908
We already started receiving donations for our #hurricaneharvey drive. Thank you Fred! 🐕🐶🐾 @…,0.387886218726635,61,21,33,8,53,0.1409692,0.06814532,0.064889915,0.060081184,0.053800598
"Even though I was not effected by #hurricaneharvey, @jazzyrae07 was. Her name is Desserae…",0.18211136385798454,33,24,50,8,47,0.046211448,0.035088185,0.03404218,0.03370341,0.033066142
My #America #shines through during #disaster like #hurricaneharvey the #kind of America that…,0.17130549252033234,61,33,31,17,57,0.04486373,0.03483771,0.033485223,0.029587477,0.02853135
"#HurricaneHarvey: six members of the Saldivar family found dead, their swept off the Houston…",0.3503270670771599,34,46,12,27,51,0.1399817,0.102707416,0.037048962,0.0360852,0.034503788
#Harvey Repost from @MarieDennise Photo karen_warren_801. For those…,0.3463507369160652,33,40,57,17,6,0.11561596,0.079031065,0.07117466,0.043499675,0.03702938
"Remember, TSR is a donation station for #hurricaneharvey relief. We will have bins set up inside…",0.29731423035264015,50,33,53,58,31,0.08247239,0.07768689,0.048352517,0.046813197,0.041989233
"It's over the top the remnants of #HurricaneHarvey #TexasStrong #Harvey @ Ingleside On-The-Bay,…",0.2191668301820755,11,57,48,58,31,0.08140312,0.039139956,0.03854287,0.030143691,0.029937191
Stay safe. Do what you can to help our community. #hurricaneharvey #houstonstrong #houston…,0.5824578925967216,61,21,59,57,8,0.22670308,0.14029978,0.0961104,0.061521914,0.057822715
"Completed a great day of being ""hands and feet""!! #harvey #ilovemychurch",0.3860195018351078,33,53,7,16,17,0.12585798,0.0781417,0.06919689,0.059885796,0.052937143
#harvey2017 #106rqw #c130 @ Robert Gray Army Airfield,0.22410613670945168,57,24,11,47,4,0.059733134,0.049326338,0.03954781,0.03783377,0.037665088
