Text,Top5%,Emoji_1,Emoji_2,Emoji_3,Emoji_4,Emoji_5,Pct_1,Pct_2,Pct_3,Pct_4,Pct_5
"Unite and rebuild. #hurricane #harvey #onassignment #rockport #texas @dallasnews @ Rockport, Texas",0.3931945823132992,58,57,33,30,21,0.12980868,0.10302186,0.064261764,0.048862517,0.04723976
"Tune in today till 10:30pm for the Red Cross telethon for #HurricaneHarvey relief! (@ WKOW-TV in Madison, WI)",0.2622535116970539,24,33,53,47,57,0.065698445,0.052451793,0.052145973,0.05003704,0.04192026
Thank you @grantcardone and @elenacardone #10X #help #hurricaneharvey #heretohelp #service @…,0.20435450784862041,21,39,33,34,53,0.0722468,0.034779668,0.034180645,0.032554224,0.030593174
"Loading up supplies to send to #Houston #HurricaneHarvey @ Lafayette, Louisiana",0.1876595914363861,44,62,31,10,63,0.043205466,0.03773471,0.037239645,0.035534676,0.033945095
cityofmcallen work crews hauling brush.#hurricaneharvey #TexasStrong #McAllenProud #harvey @…,0.27454784885048866,57,33,58,11,31,0.110288285,0.04847324,0.040128767,0.040061444,0.035596114
"To be fair, it was only a 'pledge', just like his pledge to donate $1million to #Harvey relief efforts",0.2062785141170025,33,26,53,20,15,0.05562832,0.052761905,0.03425649,0.031881914,0.031749886
"¡Que Fuerte!#Houston #Texas #Harvey #Storm #Hurricane#PrayForHouston @ Houston, Texas",0.33951396867632866,57,58,11,40,21,0.15749444,0.05807996,0.048868187,0.042302463,0.032768916
#goodmorning #smyrna #tennessee #westforkpark #sunny #tropicalstorm #harvey #instabeauty #creek…,0.21386316791176796,57,50,53,21,30,0.0588667,0.044375032,0.038242448,0.03619888,0.03618011
"Bevo down, not dead. 🤘❤️ #Texas #sistershouse #hurricaneharvey #houstonstrong 🙌 @ Houston, Texas",0.28310978040099144,11,48,33,57,31,0.10574094,0.05968636,0.04745073,0.036911532,0.03332022
Fitness Rockstars raising money for #HurricaneHarvey relief efforts! @poundfit #pound…,0.6042841374874115,57,33,58,40,53,0.39992982,0.07338467,0.05329886,0.044382066,0.033288717
First day I get mail again and the rad pins I ordered during #hurricaneharvey show up! Not only…,0.24832385033369064,31,62,10,53,33,0.071312346,0.048906088,0.04453557,0.0419942,0.041575648
"Harvey relief bound for Tivoli, TX this weekend. #hurricaneharvey #relief #Cosco #Tivoli #TX @…",0.2502889223396778,33,31,53,17,10,0.061707895,0.058724716,0.051387202,0.041055847,0.03741326
#HSMSpotted - #Beyoncé speaking to #HurricaneHarvey survivors at her church (St. Johns Downtown)…,0.3372982367873192,21,11,17,33,48,0.10684402,0.07408401,0.065848514,0.050570942,0.039950743
Prepping for #hurricaneharvey has made me realize 2 things. 1. I need to quit slacking and buy…,0.27079223468899727,57,62,45,20,22,0.065435015,0.055679083,0.052206587,0.049674872,0.047796678
"God Bless Texas.......#hurricaneharvey #texasstrong#godblesstexas @ Hollywood, Florida",0.4293206259608269,21,17,11,61,40,0.15374509,0.12218903,0.061552107,0.048081152,0.04375325
#mood #HurricaneHarvey#Friday#pedicab#playlists#Austin @ Downtown Austin,0.24239957705140114,11,48,31,54,44,0.0771372,0.05934468,0.039330173,0.037054688,0.029532835
"BBC News: ,#Hurricane #Harvey will be major disaster: Texas governor -",0.2237970419228077,32,42,55,62,34,0.057322748,0.048256457,0.04396479,0.037900243,0.036352806
Let the games begin. Hurricane Harvey#hurricane #harvey #Texas @ The Gilbert Marketing Group…,0.30652158707380295,44,33,57,31,40,0.075343795,0.06606272,0.062440757,0.056903906,0.04577041
"""Uh, #hurricaneharvey can bite me"" says a wet & mad #otis #dog #dogs #dogstagram #wetdogs…",0.20301323756575584,0,38,55,12,54,0.05054602,0.04092858,0.038142115,0.03677949,0.036617033
"After a calm morning, rain is picking up it's pace @ 11:45am Sun Aug 27th 2017 #hurricaneharvey…",0.20407826825976372,31,19,14,12,25,0.048132647,0.047620177,0.039172377,0.034702815,0.03445025
#Harvey..... people were boogie boarding earlier @ 288 @ Hwy 6,0.16941629722714424,31,0,46,33,53,0.04682115,0.032774765,0.032191556,0.029620903,0.028007923
"Remnants of #harvey in #AZ @ Mesa, Arizona",0.21299586817622185,6,31,33,4,40,0.04805062,0.04712084,0.0452222,0.03800639,0.034595817
"#HurricaneHarvey #Houston #Pray4Houston #PrayForHouston #HelpSomeoneHelpSomeone @ Houston, Texas",0.19910652190446854,11,48,57,21,30,0.06278361,0.038544495,0.033902943,0.031976268,0.03189921
#Repost @Cory_Henry (get_repost)・・・#Houston #Support #HurricaneHarvey #PrayersUp #Share ✊🏾 @…,0.2877901792526245,21,11,57,50,33,0.07856009,0.065841556,0.053664956,0.04664813,0.043075446
Finished product! #arttherapy #ambeetious #hurricaneharvey #acrylicpainting #cabinfever @ The…,0.383144561201334,57,33,58,53,17,0.147749,0.071929365,0.067624,0.05151859,0.044323597
"#harvey #1000yearevent #climatechange @ Houston, Texas",0.19743772968649864,11,24,48,30,61,0.058854632,0.03630759,0.03623662,0.03532632,0.030712567
#hurricaneharbor #damage in #houstontx. #HurricaneHarvey #houston #MissouriCity #MoCity…,0.21080650575459003,57,33,11,58,24,0.06577778,0.039370485,0.038786415,0.03631354,0.030558286
Submerged roadsign for the Waugh exit at Memorial Drive underwater. #notariver #houstonflood…,0.3008999340236187,33,11,30,61,31,0.078788936,0.06561613,0.06431804,0.04653754,0.045639288
Win Alex Flinn school visit to benefit #HurricaneHarvey Opening bid $100 in-person Fla or other states #KidLitCares,0.4529554396867752,61,57,33,44,63,0.18328951,0.07760037,0.07242435,0.07199156,0.047649644
What a crazy month its been so far! From the devastation of #HurricaneHarvey affecting #Houston…,0.24873522855341434,34,46,12,33,61,0.081193976,0.070659086,0.038393755,0.03137638,0.027112031
"#rain #southpadreisland #spi #texas #tx #hurricaneharvey @ South Padre Island, Texas",0.16539887338876724,24,11,31,30,33,0.03665,0.03442031,0.032950975,0.03114195,0.030235639
