Text,Top5%,Emoji_1,Emoji_2,Emoji_3,Emoji_4,Emoji_5,Pct_1,Pct_2,Pct_3,Pct_4,Pct_5
Be a Miracle to someone #hurricaneharvey #hustonstrong @ Monmouth…,0.32536694779992104,21,63,17,53,33,0.1419519,0.052944884,0.048723657,0.042413063,0.03933344
And so it begins ... #hurricaneharvey #preparefortheworsthopeforthebest #lovedbytheking…,0.2298280354589224,57,44,58,61,54,0.07691115,0.04929682,0.039762236,0.033420067,0.030437762
"The rain from #Hurricane #Harvey has started @ Atascocita, Texas",0.22723644226789474,61,12,4,17,33,0.051379725,0.051184863,0.044743933,0.04090185,0.03902607
#harvey2017 es ahora una tendencia en Mexico,0.17508233711123466,55,57,32,40,34,0.04159506,0.0352641,0.03331419,0.032481365,0.03242762
Pizza prep! Tying up loose ends on hurricane prep! #hurricane #beers #pizza #hurricaneharvey…,0.33264095336198807,57,33,54,53,31,0.097986646,0.076990776,0.05973519,0.05151358,0.046414763
"Having a Giant Supersized Red Bull. Blame Julian Edelman's knee, IT's hip, the #RedSox, #HurricaneHarvey & petty Trump politics (#Resist) Xp",0.1621617116034031,0,19,25,44,31,0.040297076,0.033962127,0.029577237,0.029181039,0.029144233
"Yeah he runs this. #BigH #hurricaneharvey #evacuee @ Kenswick Forest, Humble, Texas",0.2888023294508457,57,40,11,17,33,0.060545463,0.058833443,0.057336055,0.05687197,0.0552154
Volunteering rmhcctx #rmhcctx #betterinbryan #hurricaneharvey @ CHI St. Joseph Health,0.24697208032011986,57,33,53,7,16,0.08206763,0.044141598,0.042535704,0.03956193,0.038665216
Irrational responses to floods of biblical proportions - Make a cherry pie #hurricaneharvey @…,0.2008117511868477,39,36,52,11,33,0.053326726,0.042564426,0.040604018,0.032797858,0.031518724
Stay safe and dry families. He's got this. #sml1718 #besml #melldro #luthed #hurricaneharvey @…,0.5073778666555882,21,57,61,58,8,0.15595566,0.15252452,0.091254696,0.05498603,0.052656967
When he speaks to you.... Speak back!!!#htown #hurricaneharvey #beachlife #summertime…,0.183550626039505,4,17,33,57,24,0.044798918,0.037703604,0.036494102,0.032649845,0.031904157
"#prayer #prayforhouston 🙏🏻🙏🏻🙏🏻 #Harvey #Texas @ Northport, New York",0.2615168057382107,11,48,21,30,57,0.08922254,0.059107203,0.044174574,0.036079053,0.032933433
#Prayforhouston #fema #houston #harvey #HurricaneHarvey #weather #homeless #needhelp @ Las Vegas…,0.25561846792697906,11,48,57,21,30,0.08669744,0.054524265,0.043887686,0.03779238,0.0327167
"Our thoughts and prayers goes to the people of Houston, affected by the #HurricaneHarvey.. There…",0.678440235555172,21,46,34,5,61,0.38188317,0.10456029,0.07226475,0.06188769,0.057844326
Our hearts and prayers have been going out to all the cities affected from #hurricaneharvey !!…,0.6874021366238594,21,61,46,59,8,0.1887099,0.16103789,0.13900426,0.10054047,0.09810962
#hurricaneharvey @ Riverwood Estates,0.19128626957535744,57,11,24,58,48,0.04743903,0.043508828,0.03787433,0.03333221,0.02913187
"Through @funimation, I donated to @redcross to help those affected by #hurricaneharvey. This…",0.3885354623198509,21,61,33,8,59,0.09305685,0.08689422,0.08098577,0.06382901,0.06376961
Landing air craft apparently. #HurricaneHarvey @ Katy High School,0.2030380591750145,12,25,33,19,53,0.06927157,0.04042598,0.033703957,0.030908508,0.028728044
Huge S/O to my home girl for donating to #hurricaneharvey relief…,0.29894765466451645,21,17,7,8,16,0.073013425,0.06583303,0.055161703,0.053736787,0.051202707
"Daily sketch challenge #74, Houston Strong Icon, work in progress. #hurricaneharvey…",0.49320011399686337,57,58,33,30,62,0.3305475,0.058540054,0.045064524,0.031198172,0.027849853
#Foster carers needed in #Texas. Help @AustinHumane with resources for #HoustonFloods as they…,0.34497423842549324,33,21,50,40,34,0.13998878,0.06542082,0.05299107,0.04395706,0.04261651
"#Harvey rained on the 'Cue Crawl that was planned for the weekend, but a few places were open on…",0.34376411885023117,33,41,62,53,6,0.11025386,0.09678051,0.050857913,0.04528267,0.040589165
Crazy Lines To Get Gas In #Dallas #hurricaneharvey #wfaa #wfaanews8 #wfaanews @ QuikTrip,0.25657375529408455,12,20,62,54,31,0.09387126,0.046444304,0.04579763,0.036224745,0.034235816
