Text,Top5%,Emoji_1,Emoji_2,Emoji_3,Emoji_4,Emoji_5,Pct_1,Pct_2,Pct_3,Pct_4,Pct_5
"#Harvey airbnb @ Houston, Texas",0.21690037846565247,11,24,30,48,61,0.06193296,0.0412717,0.038921293,0.03804093,0.036733497
"Thank you, jimmcingvale !#houstonstrong #texasstrong #galleryfurniture #thesoulofhouston #harvey…",0.3056476041674614,21,57,61,53,58,0.074966475,0.07407715,0.06340207,0.049017422,0.044184484
"Dr. Hugh McAllister is out safe. #chapelwood #harvey @ Westside, Houston, Texas",0.28035540878772736,31,17,33,30,21,0.07602237,0.057497375,0.050698534,0.048353,0.047784127
Y finalmente salió el sol GaD. #goodbye #harvey @ Canyon Gate at…,0.28301073983311653,40,17,21,30,33,0.08571039,0.06282029,0.05185331,0.048194394,0.03443235
"NURSES ‼️ #hurricaneharvey #houston @ Houston, Texas",0.18452836573123932,33,61,30,39,40,0.047654476,0.03488414,0.03426438,0.03397255,0.03375282
"You've been warned!#HoustonStrong #Harvey #ConnectTheDots @ Houston, Texas",0.280288964509964,44,11,58,31,30,0.08219045,0.062291596,0.046973877,0.04518211,0.043650936
⒈ #FelizJueves⒉ Puente Flotante⒊ #Harvey⒋ Duarte⒌ #UnMejorPaís2017/8/24 10:37 AST #trndnl,0.6351684257388115,24,47,63,8,16,0.42891872,0.12387371,0.031002838,0.028751332,0.022621825
#HARVEY is pushing up to get READY! ••I'm so grateful my heart was fixed on what it means to…,0.41582854092121124,21,61,8,59,17,0.12877695,0.09809559,0.066794544,0.062514566,0.05964689
⒍ #Harvey⒎ #Congreso⒏ #MiMejorConsejoEs⒐ Taylor⒑ Pedro Castillo2017/8/25 16:56 -05 #trndnl,0.3026321791112423,24,63,61,57,47,0.101258844,0.06576473,0.049913757,0.046538565,0.03915628
//TONIGHT// #brettyoung @nuttybrowncafe #showmustgoon #trio #hurricaneharvey #staysafe 🎶🌧💦☔️…,0.38612768426537514,48,11,63,44,60,0.13051246,0.11456165,0.06856703,0.03894839,0.033538155
#Harvey drenching Texas,0.19361711665987968,61,11,24,4,47,0.04515943,0.03858691,0.037731227,0.036861807,0.035277743
Here rain is picking up #Harvey @ H-E-B Grocery,0.2103365007787943,11,19,48,25,45,0.061564643,0.04876526,0.040090863,0.03137888,0.028536854
"Shopping! Again! @heb staff have been rocking, keeping shelves stocked during #harvey2017... (at @HEB plus!)",0.4166409820318222,33,50,53,54,31,0.16143668,0.0783366,0.06769144,0.0633725,0.04580377
