Text,Top5%,Emoji_1,Emoji_2,Emoji_3,Emoji_4,Emoji_5,Pct_1,Pct_2,Pct_3,Pct_4,Pct_5
100 Shwarma's for #houston #hurricaneharvey Volunteers!!…,0.5182640627026558,40,57,33,61,53,0.23379876,0.10324535,0.096159995,0.044060063,0.0409999
"Joe getting breakfast going. #harvey2017 @ Rockport, Texas",0.2557627074420452,36,33,57,6,31,0.07176775,0.061128326,0.043596484,0.04054931,0.03872084
"Thanks to your support, today DOUGHP donated $1500 to #HurricaneHarvey relief efforts via the…",0.4183432534337044,33,40,7,53,57,0.15283845,0.076263815,0.07148824,0.059568003,0.058184743
Rainy days are meant for working from home and ordering some ramen #Texas #hurricaneharvey…,0.3413263000547886,36,33,6,4,7,0.119326904,0.08207829,0.05854522,0.04634862,0.03502726
Only Day 3 #Harvey and dodging #tornadoes here left and right :/ everyone please be safe and…,0.46511173993349075,21,34,46,5,47,0.26509762,0.067428306,0.04951698,0.042657163,0.040411673
A GOOD FRIEND OF MINE WHO HAS A PRETTY KIND AND WARM HEART TO HELP #HOUSTON #hurricaneharvey…,0.38515887409448624,59,8,47,61,60,0.08721051,0.08286846,0.07671162,0.076170966,0.06219732
Sending money and prayers to my home state. Please donate. #harvey…,0.6844814866781235,21,61,34,59,8,0.4505705,0.10379187,0.045249466,0.042807948,0.04206171
Gathering up donations. #shampoo #conditioners #harvey @ Thairapy Salon and Spa,0.24376383796334267,16,33,63,24,53,0.05513139,0.052656356,0.048798062,0.04371727,0.04346076
@homedepot and @target took a slight beating from #hurricane #Harvey #Victoria #Texas #slight…,0.3136531747877598,58,57,33,12,54,0.08594822,0.07955957,0.064715326,0.042349897,0.04108016
"#hurricaneharvey #helpneeded #thankful @ Aldine, Texas",0.3572976030409336,21,61,17,8,33,0.14204131,0.06078923,0.058489952,0.052479394,0.043497715
#hurricaneharvey #prayforhouston #gasoline #gasreserves #gas @…,0.2074216715991497,11,57,48,34,58,0.06416541,0.046380192,0.03827532,0.029488051,0.029112695
5th day here. Feel like I need my own bed #HurricaneHarvey #HoustonStrong (at @grbcc),0.2927457243204117,14,39,28,54,50,0.14260739,0.056774154,0.03178724,0.031496838,0.030080102
Want to donate to Hurricane #Harvey or #Irma? Read this first: #Volunteer #Giving,0.23369756527245045,21,61,63,10,62,0.076094575,0.04805073,0.041678146,0.037020687,0.030853426
Tournage en eaux troubles... #hurricaneharvey #hurricaneirma #documentary #hurricane #Texas…,0.3125657197088003,11,48,34,57,45,0.13650788,0.08773671,0.032172315,0.028331544,0.027817266
The recovery of this one is gonna be a little tricky. #harvey2017🌀…,0.25636011734604836,62,11,12,10,43,0.068956666,0.057285585,0.054255106,0.038131423,0.03773134
#hurricane #Harvey #damage #victoria #Texas #victoriatexas #30 #inches #rain #longwaytogo @ The…,0.21691212058067322,11,48,57,24,55,0.072555676,0.04260209,0.03894134,0.032735165,0.030077852
@RobMarciano - the best of the best! #gma #HurricaneHarvey,0.4138091579079628,33,40,58,57,61,0.14827454,0.082741514,0.07194971,0.06600094,0.04484245
"#addicksreservoir ‼️‼️#hurricaneharvey #houston @ Houston, Texas",0.1927880048751831,11,48,30,57,24,0.05977269,0.03690982,0.033182003,0.03265101,0.030272484
"Anyone who underestimates the spirit of this city does not know Houston #Harvey @ Houston, Texas",0.24642908945679665,41,61,51,25,13,0.08082817,0.051409535,0.04529867,0.03544192,0.033450797
#Repost @sirtwo80・・・Fam! Keeping our thoughts with all the #HurricaneHarvey flood victims who…,0.38055600225925446,21,58,13,44,33,0.18416466,0.06671252,0.053237554,0.04062434,0.03581693
"Day 2 - Tossing toys with #harvey #hounds. If #rescuedogtosuperdog gets a second season,…",0.17960770055651665,57,33,32,62,55,0.039085463,0.038502205,0.03500767,0.03353606,0.0334763
While we are closed and waiting for #harvey2017 to give us a beating... Who wins…,0.3144918121397495,58,57,61,32,44,0.0843078,0.06932088,0.060941458,0.05326781,0.046653867
@Ginger_Zee - Thanks for keeping us informed! The best of the best! #gma #meteorology #HurricaneHarvey,0.5209832228720188,33,40,58,57,53,0.24890964,0.097104385,0.07247329,0.05864118,0.043854732
Please if you need help call Centerpoint energy at 713-945–6500 #hurricaneharvey #hurricane…,0.35867026448249817,57,61,21,63,33,0.10434819,0.093422346,0.08083539,0.043895386,0.036168955
Upperlake @ timber forest water is everywhere #hurricaneharvey #houston #underwater #humble…,0.22458036988973618,11,57,39,33,21,0.057305347,0.04706459,0.041717246,0.041262917,0.037230268
Want to help victims of #hurricaneharvey? Furry victims of Houston's 5th Ward are being rescued…,0.2925474066287279,21,34,46,33,61,0.099244125,0.07854325,0.045721546,0.038332134,0.030706348
#Sandía Bullock#Respect #HurricaneHarvey #Relief @ Texas,0.43696241825819016,40,57,33,21,17,0.17568694,0.07669735,0.06582011,0.061866462,0.056891553
Our prayers are for all that were effected in #harvey and those about to be affected by #irma…,0.6726520285010338,21,46,34,5,61,0.34602675,0.12821361,0.074122876,0.068539314,0.055749476
"Frenchie Davis leads tribute to those impacted by #HurricaneHarvey, #HurricaneIrma and…",0.43509432300925255,40,17,21,61,33,0.17991199,0.07002865,0.06731355,0.06378478,0.05405536
Out in Houston donating goods to #HurricaneHarvey victims and found time to kill the…,0.3405413590371609,44,42,58,31,57,0.10709877,0.09880841,0.04785769,0.0460999,0.040676586
"Prepping for the cesarxbeth after party wearing @DiverscityCC #hurricaneharvey relief shirt, bag…",0.2533813454210758,57,33,53,54,58,0.08141031,0.057405084,0.040876593,0.037501026,0.03618833
"Atfter eating 2lbs of cookies... #Harvey #Houston #Skewston @ Westside, Houston, Texas",0.2308300156146288,36,57,39,33,10,0.073401526,0.062068816,0.03660327,0.030615546,0.02814086
"Sending prayers and sunshine to all of y'all out in Texas! #Harvey @ Saint Augustine Beach, Florida",0.6396297998726368,21,61,59,8,30,0.3362371,0.12641592,0.068867214,0.05458101,0.05352855
"#Repost #hurricaneharvey #missouricity @ Fort Bend County, Texas",0.25292662158608437,61,11,57,24,40,0.066007935,0.06120001,0.043798923,0.04313333,0.038786422
"#hurricaneharvey @ Houston, Texas",0.241181418299675,11,48,30,61,31,0.07188712,0.0440026,0.04366054,0.04228876,0.039342396
We Outcher don't speak about it be about it #HoustonStrong #Htown #HurricaneHarvey…,0.3015521764755249,13,57,11,48,56,0.07434884,0.06283572,0.060271792,0.052299384,0.05179644
The @prov_church #hurricaneharvey relief team. Strong team. Stronger…,0.7998692151159048,57,58,33,40,17,0.5799155,0.08576202,0.0677024,0.04990348,0.016585799
#hurricaneharvey ain't gonna stop the show!! @mug4dayz will be in the house tomorrow!!! See u…,0.23233133181929588,58,54,23,33,31,0.05068557,0.047710013,0.047408707,0.04342562,0.043101422
officials say as many as 1000 water rescues in the Houston area so far. Many intersections look like this or worse thanks to #harvey.,0.33616190031170845,32,39,19,25,55,0.076629356,0.074917436,0.07131458,0.059060425,0.054240104
#DFW Donation spot #hurricaneharvey @ Go Dj Louisiana Music Group LLC,0.4375881552696228,11,40,48,33,17,0.110887274,0.09058032,0.090394095,0.07584395,0.06988251
"Sunset after the storm. #hurricaneharvey #houstonsunsets #goawayharvey17 @ Braeswood Place, Houston",0.41034990921616554,11,48,24,61,63,0.16102521,0.12629916,0.043837205,0.041102123,0.038086213
🚨love Community Festival🚨 sponsored by #Budweiser after #hurricaneharvey come have some fun…,0.34984810277819633,33,11,53,54,50,0.09731376,0.07328204,0.06527124,0.057560455,0.056420602
Everything is in divine order#Irma #Harvey #eclipse #storm #hurricane #weather #love #instagood…,0.3640607222914696,21,63,8,59,4,0.10093778,0.08849935,0.06415981,0.055802938,0.054660838
Prayers for everyone dealing with #irma now and for the ones cleaning up after #harvey…,0.619472686201334,21,61,59,8,47,0.46063945,0.055804137,0.042049162,0.03436415,0.026615791
"Lean on us, when you're not strong! #megarelief , #givewhereyoulive #kwrc #hurricaneharvey @…",0.6136354766786098,11,48,57,58,24,0.28052142,0.15949902,0.121598795,0.027272599,0.02474364
Chatted a long while with friends in Colorado who wanted to #catchup after #hurricaneharvey none…,0.1681719608604908,0,34,53,56,33,0.039968736,0.03689863,0.030984527,0.030849483,0.029470583
#Harvey #hurricane #Houston #Dumb @ Bray's Bayou,0.21696246042847633,55,32,37,34,45,0.05908777,0.047893047,0.039907638,0.03504437,0.03502964
"And you just know that the dumpster fire asked ""who did they vote for?"" when deciding how (not) to respond to #Harvey",0.2545725181698799,19,25,32,22,55,0.07164275,0.05116825,0.048018944,0.044424936,0.039317638
"😩😩🙏🏾‼️ #hurricaneharvey #channelview @ Houston, Texas",0.20169051364064217,57,11,61,30,33,0.053596273,0.04430229,0.036656745,0.03377856,0.033356648
The sun finally peeked out this evening! ☀️ #hurricaneharvey…,0.3940999060869217,31,33,17,53,10,0.16664964,0.0733547,0.06853963,0.051365204,0.034190737
Sending my crew home. Off to work. See you in #8 #iamalaska #hurricaneharvey it's going to be…,0.29316097870469093,30,34,31,61,33,0.09122796,0.05584477,0.051987235,0.05038933,0.04371168
This just happened. #hurricaneharvey #houwx #ARiverRunsThroughIt…,0.209398889914155,12,46,34,52,39,0.06292615,0.04281141,0.04266588,0.03125664,0.029738812
An exercise in patience #rememberwhyyourehere #justbreathe #harvey @…,0.5065760910511017,57,58,33,21,20,0.3644201,0.05423142,0.040092252,0.025112124,0.022720208
My heart truly breaks for #hurricaneHarvey victims. We all want to do something - and as long…,0.7305761426687241,46,34,61,5,21,0.47218052,0.09157877,0.0573991,0.057009056,0.052408703
@humanityrhou....#hurricaneharvey #FOLLOW #NEED HELP? MAKE SURE U CONTACT @HUMANITY4HOU…,0.3952443338930607,33,50,7,54,53,0.12102267,0.115237236,0.056850154,0.05150487,0.050629403
The cleanup continues! I wish #hurricane #harvey was a man so I…,0.24355582147836685,34,5,27,46,35,0.08210913,0.042885143,0.0425254,0.038226135,0.037810013
