Text,Top5%,Emoji_1,Emoji_2,Emoji_3,Emoji_4,Emoji_5,Pct_1,Pct_2,Pct_3,Pct_4,Pct_5
We are collecting donation items for those affected by hurricane #harvey Please drop them off…,0.3715754318982363,21,34,61,53,33,0.21266739,0.0616054,0.03434145,0.03412972,0.028831469
Just another reason why I shop #kroger !!! Anything helps anything! #harvey #hurricaneharvey…,0.2518257237970829,26,33,57,50,61,0.06829959,0.059951082,0.05395604,0.03748082,0.03213819
#HurricaneHarvey #Humanity4Houston @humanity4Hou LA donation center tomorrow & Friday. Visit…,0.26727766916155815,61,33,57,7,53,0.066072255,0.06570681,0.05492126,0.040388376,0.04018897
Filling up before the prices change tomorrow. #HurricaneHarvey is just an excuse to raise gas prices.,0.2558363638818264,33,62,6,26,31,0.08839028,0.045278,0.043259185,0.040319454,0.03858944
|beat of the day #11 😹😹😹| follow @sohlfuhdmusiq ....#sohlfuhdmusiq #hurricaneharvey…,0.5492753908038139,21,44,48,11,63,0.13229449,0.12698206,0.1151581,0.11127047,0.06357026
We Out Here For #houston #USorELSE #hoUSton #hurricaneharvey #boss#blessings…,0.5180284567177296,21,17,57,13,31,0.20308152,0.10036301,0.0840669,0.0792478,0.05126923
"You folks just bought 2000 dollars worth of water for Port Author, Texas! #hurricaneharvey @…",0.282597616314888,32,55,19,12,61,0.07976516,0.05800115,0.05489462,0.0493336,0.040603086
#hurricaneharvey #postharvey #posthurricaneharvey #houstonstrong #harveyaftermath The cleanup…,0.2392005417495966,11,48,57,24,58,0.073044755,0.051832374,0.046836726,0.036876734,0.030609952
#Harvey rocking the coolest pants @calgarypride #pride #yyc #wearecalgary #notafoodpic #goflames…,0.4457435868680477,61,31,33,59,8,0.15277068,0.10698281,0.07245232,0.06900059,0.044537183
"My view today.#viewtoday #hurricaneharvey #september4 @ Katy, Texas",0.23507289588451385,31,4,41,33,63,0.06287637,0.062679745,0.039077368,0.036615666,0.033823743
may or may not have on a whim just bought a ticket for this #Harvey…,0.38903767615556717,62,28,12,49,41,0.103870906,0.09003727,0.086521424,0.057784367,0.050823707
#hurricaneharvey reunion brought to you by austinpetsalive…,0.24334992095828056,40,17,4,33,11,0.08363585,0.04845661,0.039461903,0.03696705,0.034828506
"#tormentatropical #harvey #texas su dirección en Ciudad Madero, Tamaulipas",0.2923937328159809,11,48,24,57,58,0.10368016,0.063178696,0.058339275,0.035305973,0.031889625
"Need to get out before #Harvey comes through! ✈️ (@ George Bush Intercontinental Airport in Houston, TX)",0.18371054343879223,62,33,10,54,28,0.048600685,0.04473962,0.030986415,0.02972744,0.029656384
Hurricane Harvey got SAT dang near shut down!!! ✈️#hurricaneharvey @…,0.29852232709527016,12,41,0,28,58,0.12836193,0.04700537,0.04286341,0.04024851,0.040043112
"Currently. #texas #hurricaneHarvey #news @ Dickinson, Texas",0.24531644769012928,11,48,31,30,42,0.07403006,0.057724442,0.04294528,0.04079716,0.029819509
"#hurricaneharvey update Saturday morning showers, backyard and lake view. @ Lake Madeline,…",0.35999770835042,61,31,33,6,59,0.084439665,0.08381109,0.08312096,0.06114692,0.04747908
Really stressful over here #hurricaneharvey #shabbat #napsforeveryone #daddysgirl #thisis5 @…,0.2725600562989712,43,45,52,27,5,0.06869971,0.06297279,0.05088485,0.04986827,0.040134434
Back 9 HCC #hurricaneharvey @kprc2 @abc13houston @fox26houston…,0.32731280103325844,57,24,47,58,61,0.15979438,0.049058594,0.042936318,0.042852428,0.032671086
Ceviche tostadas #harvey #ceviche #happyhour @ BarChi Sushi,0.5442153513431549,36,4,6,17,33,0.2694823,0.11266475,0.07502993,0.04531858,0.041719772
"#GameOfThrones #SouthTexas #HurricaneHarvey #powersbackon @ Victoria, Texas",0.2124172616750002,57,40,34,46,17,0.053682506,0.050326075,0.042808484,0.034589075,0.031011121
#Repost harveyrescuepage・・・Please repost!! #hurricaneharvey #harvey2017 #sendhelp #houston…,0.27961672842502594,21,34,3,60,8,0.103743315,0.05813371,0.041224882,0.03872725,0.03778757
Thank you Fiesta!!!! #harvey #hurricaneharvey #groceries #houston @ Fiesta,0.2893381640315056,17,21,40,53,11,0.068349905,0.065191746,0.06435074,0.052425142,0.03902063
Well at least ONE place for good coffee is open#Harvey #hurricaneharvey…,0.2727861665189266,33,14,62,10,54,0.07068564,0.07049914,0.058789976,0.03798636,0.034825053
"#NOLAHARVEYWATCH....I will #REPOST if you have #Harvey info for donations, alerts, #help, etc…",0.2197834551334381,21,62,52,20,43,0.05890223,0.047475595,0.041440044,0.03687746,0.035088126
"#harvey #houston #gotreal #hurricane @ Houston, Texas",0.1927880048751831,11,48,30,57,24,0.05977269,0.03690982,0.033182003,0.03265101,0.030272484
US 59 & Gray ...water finally subsided but still not safe to drive on #Houston #HurricaneHarvey,0.1883048601448536,34,27,32,22,55,0.05300359,0.03592948,0.03515071,0.032363977,0.031857103
This dog is brave 😍_______________#dog #american #houston #harvey #hurricane #texas #floods…,0.21420753747224808,57,34,33,53,58,0.069012046,0.045428637,0.034591384,0.033203542,0.031971928
THANK YOU @MLB .....#redcross #hurricaneharvey #houston #texas #donate #harvey #help…,0.25709574297070503,21,53,33,40,57,0.10630543,0.04385595,0.03953063,0.034811296,0.03259244
GOTCHA #redfish BEFORE #hurricaneharvey #harvey GETTING DINNER FOR #mayweather…,0.3737056031823158,33,50,6,36,54,0.10252867,0.07591989,0.07173266,0.06963913,0.05388525
Some appropriate music for the drive to work. Harvey Danger! #harvey #harveydanger…,0.3780759163200855,11,48,33,42,58,0.12259704,0.09320094,0.06285536,0.056345973,0.043076605
