Text,Top5%,Emoji_1,Emoji_2,Emoji_3,Emoji_4,Emoji_5,Pct_1,Pct_2,Pct_3,Pct_4,Pct_5
"FUCK! PEOPLE ARE STANDING OUTSIDE THEIR CARS! NORTH OF CONROE! #HURRICANEHARVEY @ Willis, Texas",0.4963853023946285,32,55,37,42,12,0.19381343,0.15411863,0.067770414,0.040702756,0.039980076
"Damn #hurricane #harvey2017 got me on a diet! Lol #food #staysafe @ Houston, Texas",0.1876347754150629,54,53,10,33,0,0.04901397,0.038090628,0.036721356,0.032735053,0.03107377
View for today after my flight back to Denver got canceled because of #hurricaneharvey ! @…,0.38516855612397194,32,55,37,33,19,0.15409678,0.10670938,0.056212444,0.034881726,0.03326822
Strobing lightning in our big living room windows #harvey #hurricaneharvey #tropicalstormharvey…,0.33923526108264923,11,12,31,48,52,0.14596279,0.064154446,0.053586315,0.03895728,0.03657443
It just keeps coming! Non-stop #rainrainrain #tornado #flooding #hurricaneharvey #Texas #epic…,0.2686591073870659,11,33,57,58,48,0.085457556,0.051894262,0.043905385,0.043884866,0.04351704
Here is a list of SHELTERS in the city! If you can make it safely... #Repost #HurricaneHarvey…,0.32253751158714294,21,33,50,11,53,0.11042287,0.057476368,0.056251097,0.05106642,0.047320753
Because sunny or grey it's still a 🤘🏾thang. #hurricaneharvey #iputonformycity #ilovemycity…,0.27311259508132935,11,31,50,54,48,0.08989931,0.06738135,0.03965116,0.039571617,0.036609158
"#Houston #Texas #Relief #RedCross #Prayer #Harvey 🙏🏼 @ Houston, Texas",0.2565808966755867,11,48,21,31,30,0.09653129,0.057680525,0.037164297,0.033021905,0.032182883
#BAYLORFAMILY: Wondering how you can help those affected by #HurricaneHarvey? 💚 Wednesday at…,0.23109661787748337,21,34,46,53,61,0.052853808,0.047798827,0.04704873,0.04337229,0.040022966
#hurricaneharvey #hurricanerelief #donate #help #helpingothers #texas @ Ladies of Lineage,0.2474510297179222,39,52,43,34,45,0.05917025,0.055560675,0.05221106,0.044811103,0.03569794
Baby girl and I made it through #HurricaneHarvey. We thank the…,0.46306027099490166,21,17,48,11,13,0.17577864,0.10434118,0.06796211,0.05815844,0.0568199
Unlikely partnerships in the wake of Hurricane Harvey 🐻🦈 #harvey #friends #thisishouston…,0.17120938561856747,33,34,54,28,53,0.041564688,0.04096635,0.030352898,0.029942367,0.028383082
"Gassing up while there's still gas. #Harvey (@ Exxon in Canton, GA)",0.21615498140454292,39,20,0,56,49,0.0858979,0.039531793,0.033438604,0.03070842,0.026578264
Work crew taking a break for lunch.#floodrelief #lifepointchurch #lunchbreak #hurricaneharvey @…,0.2573503293097019,33,57,30,31,58,0.057730053,0.056911126,0.054113586,0.052352417,0.03624315
Our hearts go out to those affected by #HurricaneHarvey and in…,0.559007540345192,46,61,59,21,8,0.25460485,0.08642209,0.07785111,0.072380915,0.06774858
"#hoUSton #hurricaneharvey #hurricaneharvey2017 @ Houston, Texas",0.19743772968649864,11,24,48,30,61,0.058854632,0.03630759,0.03623662,0.03532632,0.030712567
"#harvey in pictures Clarksville Tn @ Clarksville, Tennessee",0.19901851937174797,31,44,4,61,33,0.045505468,0.042193413,0.04165124,0.03703861,0.032629788
Post #Harvey ONE & Tamales at Old City and maguire's Pub @ Molly Maguire's Irish Pub,0.32885952293872833,33,36,6,54,31,0.104592845,0.07291711,0.05739543,0.05005882,0.04389532
"Some of the flooding out in Wharton, TX. #hurricaneharvey @ Wharton, Texas",0.24734120443463326,12,62,20,51,41,0.09422599,0.04295008,0.036955234,0.03684652,0.036363386
"Remnants of #hurricaneharvey ? @ Carlsbad, California",0.20859076268970966,11,31,30,24,47,0.05318232,0.0440151,0.041168995,0.03992991,0.030294439
"We wrecked it today #HoustonStrong #Harvey @ Meyerland, Houston",0.38696856796741486,57,44,61,40,58,0.13733403,0.06792956,0.061070632,0.060333386,0.060300957
Well... I'm back on it after #CabinFever from #Harvey... I gained…,0.2561329286545515,57,58,33,31,54,0.10857879,0.044544272,0.039611645,0.0330603,0.030337917
#pumpingwaterout #houstontexas #houstonflooding #hurricanharvey…,0.19143554754555225,11,57,58,48,24,0.049991854,0.047899663,0.032099817,0.031992503,0.029451711
Waiting for the #HurricaneHarvey pups to arrive! Welcome to the @dcluckydog family! #IAmLuckyDog,0.3730020821094513,61,8,33,47,59,0.13123181,0.06827758,0.062151857,0.05577,0.05557083
#help #irma #hurricaneharvey #hurricane #storms #disasterrelief…,0.33850333094596863,39,52,43,34,45,0.08068604,0.07741857,0.07635014,0.05610888,0.0479397
"#hurricaneharvey look like it's going to do damage, but imma need my charger. #houston @…",0.20021707564592361,29,43,52,30,2,0.04398236,0.04198408,0.041682303,0.0370847,0.035483632
When your vacation is cancelled due to #hurricaneharvey you must get matching pedicures with…,0.2190922163426876,7,17,34,3,4,0.054457285,0.048901435,0.04019049,0.038373828,0.037169177
