Text,Top5%,Emoji_1,Emoji_2,Emoji_3,Emoji_4,Emoji_5,Pct_1,Pct_2,Pct_3,Pct_4,Pct_5
"So sad. Gutted a whole house today with 5 people. #Demo #HurricaneHarvey #Work @ Bay Colony,…",0.6159932799637318,34,46,27,5,45,0.23008814,0.12775351,0.11705747,0.087703146,0.053391006
A little crosswalk love for our #HTX neighbors. #DAL❤️HOU #Harvey2017 #downtowndallas @…,0.32588206976652145,47,8,24,59,11,0.07687566,0.070407346,0.06515892,0.058057994,0.055382155
"#Harvey has become an open wave, but could redevelop as it nears Belize.",0.22514314576983452,33,50,31,44,53,0.05490374,0.051169537,0.04268311,0.0382823,0.03810446
Stocked up with the essentials to prepare for #hurricaneharvey #costco staff did a great job…,0.6038191840052605,33,40,57,58,6,0.24066462,0.17680535,0.07520302,0.06373846,0.047407746
There's a cockatiel at my bird feeder. #hurricaneharvey #hungrybirds #wildlife @ My Backyard,0.1877015009522438,12,52,42,31,62,0.053192355,0.03714022,0.036176845,0.032273214,0.028918866
#hurricane #hurricaneharvey #groceries #lastminute #shopping #besafe #stayalert #instalife…,0.18981791473925114,54,11,53,50,33,0.048619445,0.03997462,0.03903158,0.03205714,0.03013513
"#HurricaneHarvey First strong rain ban @ Tealbrook, Cypress, Texas",0.2962518185377121,57,58,33,40,61,0.13036406,0.046603583,0.04440959,0.043310165,0.03156442
#Harvey can't keep me from church'n it up with my faith fam!!! #LETSGO @ Woodlands Church…,0.4898858107626438,21,57,13,17,58,0.23295997,0.087929524,0.0647164,0.05768482,0.046595097
How high is the water momma? #3feethighandrising #harvey #blackcowsmatter Rainy days chores. @…,0.17331793904304504,19,53,54,33,50,0.044414014,0.035036743,0.033570684,0.031068267,0.029228231
#htx #besomeone #htown #htown #streetart #houston #hurricane #harvey @ First Ward,0.22079993784427643,57,58,33,11,48,0.058874194,0.04476877,0.04160211,0.03848346,0.037071407
"#GodIsGreaterThanHarvey #SouthTexas #HurricaneHarvey #VictoriaTexas #GodBlessTexas @ Victoria,…",0.22397697903215885,57,58,21,11,24,0.07609629,0.040706895,0.04016316,0.037226904,0.029783731
#hurricaneharvey #water #creek #drainage #neighborhood #collegestation #texas #texasweather @…,0.24679161980748177,11,48,57,21,34,0.086423114,0.053524084,0.039616466,0.03727435,0.029953606
#HurricaneHarvey: #Repost @713djd (get_repost)#HTX #sos #saveoursouls #harveyrescue…,0.198041133582592,21,63,11,57,20,0.05386405,0.048157662,0.035158914,0.031309824,0.029550683
Anybody in need of evacuation in Homestead ‼️‼️ Contact jamaicancocoa_ #hurricaneharvey…,0.2785668112337589,41,21,33,58,57,0.1049905,0.050601825,0.047076892,0.03975164,0.036145955
"Our little helper.#HurricaneHarvey #cleanup #lifeWithAToddler #sidekick #helper @ Victoria, Texas",0.19987383484840393,61,57,24,47,8,0.050208546,0.043687887,0.036606878,0.035078473,0.03429205
"Day 4 of #HurricaneHarvey. Loaded the Looter Shooter, the POF P-308, w/ the Steiner R1X, Colt…",0.39617108553647995,42,44,31,33,57,0.14150792,0.079650365,0.06937616,0.054551467,0.051085167
"#hurricaneharvey #houston @ Houston, Texas",0.21690037846565247,11,24,30,48,61,0.06193296,0.0412717,0.038921293,0.03804093,0.036733497
#repost @50cent• • •@michaelblackson 😂😂😂😂#funny #smh #hurricaneharvey #houston #50centralbet…,0.2295754998922348,54,11,53,50,33,0.06524121,0.050465878,0.040102407,0.0390379,0.034728106
"#donate #help #texas #Houston #HTX #support #family #friends #harvey @ Huntington Beach, California",0.2562134154140949,30,11,24,21,47,0.06239826,0.056129698,0.050953344,0.043498557,0.04323356
"🚁🚁🚁.. #PrayForPortArthur #hurricaneharvey 🌊 @ Port Arthur, Texas",0.1768701933324337,11,34,24,31,57,0.054360203,0.037076846,0.030250141,0.027653227,0.027529776
@MorganSmith Let me know if you want to discuss petition calling for relief to stop STAAR due to #HurricaneHarvey,0.3283344879746437,33,50,62,21,54,0.09489858,0.08370531,0.05207604,0.051010642,0.04664391
#Repost #houstonrepost #hurricaneharvey #prayforhouston #prayfortexas #htx #houston…,0.2217730674892664,11,57,48,21,34,0.07206874,0.045927208,0.0416267,0.032319438,0.02983098
#vivalivetv packages available NOW #dayofgiving #hurricaneharvey @redcross #vivalivetv…,0.2670862041413784,63,33,10,53,57,0.06702017,0.05986683,0.051221065,0.046480853,0.042497285
#BeSafe #TornadoWarning #TakeCover #Harvey hits the #Midsouth @ University of Tennessee Health…,0.35717058181762695,57,33,61,58,40,0.11708504,0.074740164,0.05931108,0.057601243,0.048433054
@HatterasYachts #MBBGFC #laborday #harvey #2017 @ Mobile Big Game Fishing Club,0.32001088932156563,33,57,31,54,50,0.12262812,0.059008576,0.046733767,0.04668386,0.044956565
Being the change I'd like to see in the world. ##makeadifference #HoustonStrong #HurricaneHarvey…,0.19811870530247688,21,33,30,57,63,0.05365042,0.040904067,0.036396045,0.03421331,0.032954864
{obligatory blood picture} #vampires #2rbc #harvey #donate @ Texas Blood Institute,0.1846754513680935,24,47,33,30,63,0.04808365,0.0356458,0.035578072,0.03278095,0.032586977
Sunrise over the Brazos River. Where it shouldn't be. @weatherchannel @amhq #houstonflood @…,0.36442360654473305,11,31,61,8,47,0.18212435,0.05252803,0.045197487,0.043640453,0.04093329
In this line for the free food 😋🙏🏽 #Harvey #SurvivalMode #Pray4TX❤️ @ Beaumont Seventh-Day…,0.21067877486348152,21,55,34,39,36,0.05315086,0.04266464,0.041159336,0.039173584,0.034530357
"The bridge over the Sabine River. Those are tree tops, y'all. #harvey #flood #nofilter @…",0.20430698618292809,30,33,11,31,61,0.052469857,0.050974462,0.03694492,0.03383328,0.030084468
Accident cleared in #Harvey on Westbank Expwy EB at Maplewood Dr #traffic #NOLA,0.2472444623708725,33,62,21,10,12,0.06607632,0.05308414,0.052878417,0.038640544,0.03656504
#harvey #irma #huracanes #sismo #temblor en Mexico #insendio en California y más ciudades…,0.23790660500526428,11,30,57,21,31,0.06612312,0.04766342,0.04713285,0.039189473,0.03779774
Sunday morning walk #calmbeforethestorm #justbreathe #harvey #irma…,0.43118613958358765,57,11,48,33,58,0.1361176,0.11785636,0.097984254,0.045279734,0.033948183
"Buenas tardes, Medellín. #sunday #medellin #harvey #colombia #paisa #stormyday #rainyday…",0.26915567368268967,57,50,30,53,54,0.059457604,0.05903895,0.057745524,0.049180247,0.04373335
#HurricaneHarvey #Houston @ Port Arthur Yacht Club,0.28362102061510086,24,11,47,31,48,0.09235553,0.05739452,0.0562327,0.03887171,0.038766567
