Text,Top5%,Emoji_1,Emoji_2,Emoji_3,Emoji_4,Emoji_5,Pct_1,Pct_2,Pct_3,Pct_4,Pct_5
"Lord thank you, I swear I missed being here, there's no place like home #harvey @ Westside,…",0.5288544036448002,21,17,61,8,47,0.21022958,0.113468364,0.10018331,0.059566144,0.045407012
The donations are starting to roll in for #hurricaneharvey - if you are in the Hot Springs area…,0.3314872272312641,33,31,50,4,6,0.09647605,0.0791081,0.057184897,0.0538619,0.044856284
"8pm Southwest Freeway #houston #harvey #traffic @ Houston, Texas",0.2663634158670902,11,44,31,48,30,0.070702404,0.05489872,0.05405017,0.04639223,0.040319894
Thinking of our many friends in Texas affected by #hurricaneharvey during our run this morning.…,0.5083875879645348,61,34,46,59,8,0.22186443,0.083480164,0.07406643,0.06570459,0.06327197
"Thinking of you all in the South after #Harvey & #Irma. 💕 @kidstylez @ Houston, Texas",0.2803989313542843,61,8,21,11,47,0.07587712,0.064154,0.050230507,0.04719143,0.042945873
"We got some pool and playground in before #HurricaneHarvey hits us. Excuse the oversized shirt,…",0.1994742639362812,31,6,9,58,33,0.05868986,0.0375866,0.035627726,0.033841264,0.033728816
#HurricaneHarvey #SpreadingHurricaneCheer #harvey2017 @ Perry-Twiner…,0.19821078144013882,11,57,48,58,34,0.05685933,0.047320366,0.035151023,0.030591542,0.02828852
Yes I done all of the to-do list for Texas!!! #hurricaneharvey I…,0.2790050469338894,17,33,40,53,61,0.08191701,0.056624778,0.053596374,0.04720334,0.039663546
#Repost @fc・・・URGENT NEED: we’re collecting supplies for those impacted by #HurricaneHarvey.…,0.3518701530992985,21,63,33,24,11,0.10951764,0.08019986,0.061157435,0.053910982,0.047084235
"VERY LIT! #HURRICANEHARVEY #FightParty @ Singing Hills, Dallas",0.3380057141184807,11,48,44,17,63,0.12323906,0.06222229,0.05442158,0.050176226,0.047946554
"US Coast Guard circling the neighborhood. #HurricaneHarvey @ Missouri City, Texas",0.2805347107350826,11,31,61,33,30,0.07302662,0.06888729,0.051548366,0.044964164,0.042108268
Equipos rescatan a cientos de personas por inundaciones tras tormenta #Harvey en #Houston…,0.16789561696350574,11,57,55,24,58,0.037581135,0.034166474,0.034040228,0.032507744,0.029600037
"#Harvey (@ Dallas Fort Worth International Airport in DFW Airport, TX)",0.21998212859034538,63,31,30,33,60,0.06466114,0.044369664,0.042162266,0.036416013,0.03237305
HELP HOWEVER YOU CAN #TEXAS #HURRICANEHARVEY @ Texas,0.2139960117638111,11,33,50,31,21,0.060474936,0.041116603,0.039660033,0.037068438,0.035676003
"SHELTER IN #HiramClarke ‼️‼️ #hurricaneharvey #houston @ Alief, Houston",0.25020812451839447,11,48,34,30,24,0.07163231,0.06044684,0.04540201,0.03672182,0.036005147
"‼️‼️ #houston #hurricaneharvey @ Houston, Texas",0.19743772968649864,11,24,48,30,61,0.058854632,0.03630759,0.03623662,0.03532632,0.030712567
#unitedstatesmarinecorps #mikepence #Victoria #Texas #Harvey #relief #thankyou #nopolitics…,0.34783051535487175,21,40,33,57,11,0.1597654,0.059362303,0.055898365,0.03737076,0.03543368
Red Cross #hurricane #harvey #houston #houstonstrong @ NRG Stadium,0.18969073705375195,57,33,8,47,11,0.04561327,0.039502844,0.03876858,0.034909204,0.03089684
Waiting for #HurricaneHarvey while enjoying this great wheat beer…,0.4370379000902176,36,33,54,31,6,0.2302679,0.08566942,0.045054376,0.038638167,0.03740804
Get me outttttta here #harvey #houston @ George Bush…,0.20184030383825302,11,54,48,31,21,0.07222624,0.041003074,0.034402084,0.02750456,0.026704345
Watching #HurricaneHarvey coverage on @weatherchannel. Swearing at Trump as I che... (Harvest Ale),0.2651038356125355,33,54,62,53,50,0.0741105,0.063545704,0.045463875,0.044897188,0.03708657
#hurricaneHarvey effects on the shores of #Florida 🌴☔️💨🌊🇺🇸 #hollywoodbeach #hollywood…,0.24637259915471077,11,31,33,57,54,0.06708589,0.057555567,0.054190755,0.036147032,0.031393353
"#hurricaneharvey #damn #lightning #storming #andthenthestreetflooded ⛈🌊💦☔️⚡️ @ Pearland, Texas",0.22893624566495419,55,11,32,34,48,0.05560071,0.053124797,0.050569963,0.040639926,0.02900085
