Text,Top5%,Emoji_1,Emoji_2,Emoji_3,Emoji_4,Emoji_5,Pct_1,Pct_2,Pct_3,Pct_4,Pct_5
County Announces Bin Location for Hurricane Irene Yard Waste http://t.co/4n0p9xb via http://t.co/GN9B4Sb,0.28023579716682434,32,55,19,22,25,0.071493596,0.057960723,0.054706205,0.050286554,0.04578872
Y se que siempre sera mi EMA y que Siempre vas a cpntar conmigo siempre @ZaydentCrisanty,0.5281802229583263,11,24,48,47,59,0.20838805,0.13463347,0.0763762,0.07048668,0.03829583
Please help support Patricia Dresch who lost her entire family to Hurricane Sandy in #SI http://t.co/ayPpTawe @billritter7,0.4261234290897846,21,34,46,61,27,0.12369083,0.11014261,0.08753994,0.056843184,0.047906864
Hey @MattyLs33 Praying you and your family were not knocked around by Hurricane Sandy. Hillsong Sydney took up an offering this morning,0.6179868634790182,21,17,34,33,27,0.49375942,0.042097643,0.031797353,0.031522565,0.01880988
"""@NewYorkPost: Hurricane Sandy from Space http://t.co/WG5YjIB7"" crazy how big it is...",0.31013552471995354,12,0,41,40,49,0.17807645,0.042401593,0.032620914,0.030127563,0.026909009
Storm Central @wusa9 staying ahead of #Sandy on Facebook and Twitter. #mayormorris (@ WUSA9 w/ 3 others) http://t.co/RzYBu9MB,0.2637001797556877,33,50,31,53,61,0.10255947,0.04271036,0.041247774,0.038893543,0.038289033
"Hurricane Irene Aftermath: More than 450,000 Without Power in Maryland http://t.co/wvp0rsj via http://t.co/Cg0Y82g",0.23134442046284676,57,20,12,34,43,0.0649264,0.047873188,0.04124013,0.038784172,0.03852053
"Alert-Update: Tropical Storm - Nate, Advisory 16, WATCH, Max Winds 111kph/69mph, Gusts of 139kph/86mph https://t.co/MWJZE89rlz",0.32671910151839256,12,33,32,62,31,0.09889333,0.067436635,0.06484309,0.052209366,0.043336682
"You can still have a hurricane party in Illinois, right? #Irene #fb",0.26680613309144974,50,12,54,9,33,0.06189212,0.06027016,0.056754693,0.046259243,0.041629918
Halloween TOT! (@ Frankenstorm Apocalypse - Hurricane Sandy w/ 2514 others) http://t.co/waL8cBFR,0.37585313618183136,51,44,33,53,54,0.19740532,0.057051357,0.043241654,0.04025091,0.037903894
Here we go: RT @MarketBeat: Jobs Report May Be Delayed Due to Hurricane Sandy http://t.co/8M0MRMNC,0.2569788806140423,22,1,19,25,32,0.05952444,0.053714477,0.0514489,0.047113813,0.04517725
"Everything I knew about #Sandy was small tsunami, not storm. I didn't understand it before today. #Rockaways",0.1969802938401699,25,22,12,21,43,0.04066248,0.04058584,0.03927529,0.038931347,0.03752534
"Zemestrīce: M 5.4, Hindu Kush region, Afghanistan: August 26, 2011 20:32:40 GMT http://t.co/h0hsZPO",0.335920087993145,24,47,16,57,42,0.14470209,0.059855208,0.0549573,0.042643413,0.033762075
Tropical storm Arthur coming to fck up our 4th,0.2818058878183365,44,37,31,41,62,0.13779347,0.042129572,0.038150575,0.032901965,0.030830309
Just watching the news on CBC about the flooding in the States from hurricane #Irene. WOW. That's a lot of rain and flooding.,0.5066252537071705,12,22,25,34,62,0.22158219,0.10253608,0.078967534,0.05367554,0.04986391
Richmond native helps Sandy storm victims - http://t.co/v76I2M2z #Freeport #NewYork,0.24767781421542168,33,30,31,24,63,0.082608454,0.044271965,0.0440724,0.04181476,0.034910236
"HURRICANE MATTHEW: More than 270,000 people are already without power as wind & rain pound Florida. https://t.co/d3FWTwJNAV",0.24366942793130875,12,19,25,33,62,0.06415149,0.05850519,0.049296953,0.03817775,0.033538047
"""@StephenAtHome: Help victims of Hurricane Sandy. Go to http://t.co/TvovNvfZ or, to donate $10, text REDCROSS to 90999.""",0.3126937933266163,21,33,41,17,12,0.118531704,0.08311942,0.04006327,0.038317364,0.032662034
"Crazy ""@TonyJMainolfi: Sandy is growing into a Monster Storm...one the NE will remember for many years to come. http://t.co/F5foIdpt""",0.27357250079512596,12,34,54,22,52,0.11574884,0.047045585,0.039886665,0.03596725,0.034924164
McDonald’s of Newton Supports Victims of Superstorm Sandy http://t.co/nYLyRvr8 via http://t.co/JQRK0pXo,0.22504404932260513,33,39,32,55,40,0.06563923,0.045619916,0.04450639,0.035036366,0.03424215
"Was just told that, beaches here in #Newport are covered with water. Water about to cover roads. Welcome #Hurricane #Irene",0.25313715264201164,33,62,19,12,39,0.08880193,0.046067726,0.04162707,0.04095679,0.035683636
Callaway Henderson Sotheby's in Princeton continues ongoing Hurricane Sandy relief efforts - http://t.co/yq0y52b7 #Princeton #NewJersey,0.2543054111301899,33,40,57,53,21,0.06860154,0.054327484,0.045737933,0.043724597,0.041913856
"#CYCLONE Alert-Update: Hurricane - Maria, Advisory 10, WARNING, Max Winds 213kph/132mph, Gusts of 259kph/161mph https://t.co/abI7RlgqLW",0.281453724950552,32,12,55,62,33,0.07499202,0.064306326,0.048535023,0.04719487,0.046425484
“@AirNatlGuard: 174th FW mbrs NY @AirNatlGrd  130+ airman supporting Hurricane #Irene (photoSSgtBest)110829-F-IF667-061 http://t.co/5Efpomm”,0.38638655841350555,13,57,44,17,31,0.119559936,0.113366194,0.05752434,0.05003939,0.0458967
"Sure, power's out in Manhattan, but a dark @SportsCenter set at 11pm is also an eerie sight. #Hurricane #Sandy http://t.co/qEei5feP",0.3486251123249531,41,50,44,33,54,0.12244065,0.073746204,0.057742182,0.049632046,0.04506403
Hurricane Irene Exposes Traffic Law Myth http://t.co/q0EVZzd via http://t.co/jDEiz1y,0.22941794991493225,55,32,19,45,42,0.052736763,0.047145747,0.045162704,0.042187564,0.042185172
@rocsidiaz we need your help. Get the word about to help victims of hurricane sandy,0.2924925163388252,33,21,50,34,44,0.09180677,0.08162144,0.04588863,0.037535362,0.035640318
Bloody Irene Cocktails with Cheese Doodles-Pre Hurricane buzz!!! http://t.co/rqYZzUk,0.29294831305742264,36,39,4,33,62,0.0846793,0.0798078,0.045775697,0.041573487,0.041112028
I'm waiting on this sandy storm...,0.24157758057117462,44,62,10,21,61,0.060971037,0.053093616,0.049899284,0.039462734,0.03815091
RT @WSJweather: Hurricane watch has been upgraded to hurricane warning for New Orleans. Expect hurricane force winds within 36 hours. #Isaac,0.36223846301436424,12,41,0,3,22,0.096475326,0.08899433,0.06543277,0.06263683,0.048699204
Praying for my family and all those others that may have been effected by hurricane #sandy,0.7077459320425987,21,46,5,61,8,0.4946758,0.058854654,0.05398948,0.053266738,0.046959274
"Why would they give the storm of the century such a sissy name, no one has ever been afraid of a Sandy #HurricaneSandy",0.3105788305401802,25,19,55,32,12,0.07218686,0.065624475,0.06419477,0.054345317,0.05422741
"Waiting for #hurricane #nate like.... 

#caldoderes #yummy
#nola #beefstew #soup #delicious… https://t.co/3I2p2Rid65",0.37529951706528664,36,54,33,53,50,0.17502132,0.069107965,0.04934998,0.045780275,0.03603998
"House is ready for hurricane Matthew @ California Courts Condo,… https://t.co/14Xu378vPc",0.3144776150584221,31,17,44,10,11,0.089039035,0.06805003,0.06496732,0.049529467,0.042891767
"Waiting on hurricane Florence...we’re as ready as we can possibly be. @ Wilmington, North Carolina https://t.co/Gde4DmcEjY",0.28538794443011284,61,31,10,44,33,0.100965455,0.0662814,0.040207997,0.039008692,0.0389244
Hurricane #Arthur has grown an eye since we last met. http://t.co/SSKnn2znbe by @astro_reid,0.2663256786763668,41,33,40,12,50,0.074556045,0.07300638,0.044511467,0.04034334,0.03390845
