Text,Top5%,Emoji_1,Emoji_2,Emoji_3,Emoji_4,Emoji_5,Pct_1,Pct_2,Pct_3,Pct_4,Pct_5
Hantar makanan. Nissan ada kete baruu! ALMERA (@ Nissan Service Center) http://t.co/DM8ujDHV,0.2511463761329651,53,57,55,16,20,0.0638319,0.059705786,0.048414078,0.041509263,0.037685346
We are trying to fill 10 trucks with supplies and food for victims of Hurricane Harvey. We will… https://t.co/IgfAeW38Hc,0.20423795655369759,33,57,58,44,53,0.046738237,0.04293901,0.041371774,0.03800327,0.035185665
OMG these winds r no joke now it's official I'm a lil scared Hurricane Irene plz be kind and go by quickly,0.4131038039922714,52,43,21,12,62,0.11464789,0.079197496,0.07794778,0.076535985,0.064774655
"RT @cnnbrk: New Jersey governor: Flooding from Hurricane #Irene could be ""a hundred-year event."" http://t.co/lK26I0D http://t.co/kQgtO18",0.2512179873883724,41,33,17,22,0,0.06177567,0.05713858,0.050550785,0.0411139,0.040639054
"They should have named Hurricane Sandy, Hurricane Savile.

That way there'll only be minor damage.”",0.2895586472004652,11,44,48,46,22,0.12703241,0.0533327,0.040908366,0.040108558,0.028176608
"Hurricane Sandy relief concert:  it's a relief to not have the electricity to have to sit through Bon Jovi, Billy ... http://t.co/cbuumr5I",0.28369899466633797,20,33,11,45,53,0.10882657,0.053350616,0.048309952,0.03682116,0.036390696
"Florence getting better organized, will regain hurricane status soon. Threat to East Coast increasing...   https://t.co/Zsmjn3YW79",0.2594831883907318,33,31,62,40,54,0.09347783,0.04999878,0.039233852,0.03864182,0.038130905
South Regional meeting ⛴ Hurricane Matthew is no match for us! Savannah was our first choice! @… https://t.co/I0irmxalp7,0.22295842692255974,61,33,50,58,57,0.06636283,0.048218835,0.03769697,0.03729,0.033389796
Superstorm Sandy: 300 patients evacuated from New York hospital - http://t.co/JQCnzGQE #NewYork #NewYork,0.1833365187048912,33,40,53,31,12,0.055785786,0.033923656,0.032200135,0.031054623,0.030372318
Tell Hurricane Irene to F--k off!,0.40997181087732315,32,55,37,58,38,0.11997805,0.11556271,0.07410054,0.06636298,0.03396754
Tax Relief for Victims of Tropical Storm Irene in Connecticut http://t.co/VnQoNYT via http://t.co/acpRUTn,0.25810012966394424,33,53,31,21,62,0.07883049,0.049019057,0.04734211,0.04451003,0.038398445
My thoughts and prayers are for all in the path of Hurricane Matthew. @ Caribbean Sea https://t.co/09vCtiiDnT,0.6119423769414425,21,46,61,34,8,0.3113745,0.11316295,0.0711522,0.06242013,0.05383261
Tropical storm Arthur please change course! No storms on our vacay! 🌊🌴🌀☔,0.24742736294865608,21,33,56,61,62,0.083083145,0.047634587,0.041285895,0.03955463,0.035869107
"Hurricane Irene Aftermath: More than 450,000 Without Power in Maryland http://t.co/AIziGqt via http://t.co/PtNsUiq",0.23134440556168556,57,20,12,34,43,0.06492641,0.047873184,0.041240126,0.03878417,0.03852052
"Day 99 - #TimSamsTravelUSARoadTrip 
Rain day from the Hurricane Michael.  After 99 days on the road and living in hotels its a must needed rest.  The #Chihuly exhibit is over and the #Christmas decorations are going up for the next festival. #Biltmore
Live Life Today, Travel USA! https://t.co/aKMVYSr73i",0.29798583313822746,33,31,50,54,53,0.10875414,0.062152546,0.045873627,0.040966198,0.04023932
@elvisduran i just want to thank u for all the help u have been giving for Hurricane Sandy. You are amazing. Thnk u,0.4775341972708702,21,59,60,8,47,0.10633076,0.100847885,0.093728654,0.089993045,0.08663385
@ItsTheSituation omg :( why the lovely jersey shore :'( please fuck off hurricane  sandy,0.49922696873545647,46,24,34,47,32,0.14524311,0.14490224,0.10135189,0.074856654,0.032873075
People Helping People After Hurricane Irene http://t.co/jzKkA9w via http://t.co/ricp3Au,0.18497468903660774,19,25,12,22,42,0.042194378,0.03840419,0.03610321,0.03560889,0.03266402
