Text,Top5%,Emoji_1,Emoji_2,Emoji_3,Emoji_4,Emoji_5,Pct_1,Pct_2,Pct_3,Pct_4,Pct_5
Chevrolet does its part to provide relief to Hurricane Sandy http://t.co/SKJ2bzmk,0.17161779291927814,20,33,17,53,21,0.049678724,0.034764018,0.029332355,0.029261695,0.028581
Can you imagine how $5 million dollars could of helped the victims of Hurricane Sandy. All Obama had to do is release his college transcript,0.31116218864917755,32,19,55,25,12,0.08271716,0.0733618,0.059568573,0.052669015,0.042845644
Hurricane Harvey therapy ... reminding what is really important in life. #triplets #justin… https://t.co/YDIjHFEziz,0.19474539719522,33,57,21,31,30,0.06703373,0.035912752,0.034583405,0.029902244,0.027313266
Just got up to track the hurricane. Mr.Isaac is still headed straight for NOLA.,0.2536226250231266,31,12,19,25,33,0.060834065,0.05549442,0.053341728,0.042311195,0.041641217
I'm at Frankenstorm Apocalypse - Hurricane Sandy w/ @maudpas http://t.co/POIMroCU,0.2321031503379345,51,31,42,30,11,0.05677652,0.05427412,0.04174362,0.04122147,0.03808742
St Johns County has begun cleaning up the county's 42 miles of coastline in the wake of Hurricane Matthew.-… https://t.co/eeKkNk64gU,0.21963496133685112,33,12,32,55,19,0.053177252,0.048782192,0.04480325,0.038485274,0.034386992
"@jbutfield windy and wet here, typical bank holiday!",0.3625949062407017,54,50,28,33,53,0.096580006,0.09249287,0.06329306,0.05889289,0.051336076
Anyone wondering if gangnam style is really a rain dance and hurricane sandy was brought on ourselves? #JustSayin #ThinkAboutIt,0.317925289273262,54,50,12,26,62,0.07579762,0.07341065,0.06633191,0.056304194,0.046080917
Jennifer Lopez pledges to donate $1 million to help residents in Puerto Rico recover from Hurricane Maria https://t.co/leGufLUpa4,0.2941037639975548,21,33,63,8,47,0.09152135,0.06542746,0.046681173,0.045886148,0.04458763
"With so ma y who have lost so much due to Hurricane Harvey, we as people sometime can only give… https://t.co/ow3SSVi5B4",0.20190536230802536,34,46,32,27,22,0.049421143,0.04723659,0.03589699,0.035583373,0.033767264
@ankee97 aaaaah arme anke:-( jij krijgt ook knuf zondag:-):-),0.694771233946085,24,47,8,16,61,0.44671142,0.1628825,0.039217673,0.024653278,0.021306355
Porcello joins the ranks of those lending support following Hurricane Sandy http://t.co/9YbnsbRg via http://t.co/3wQ9IXvO,0.28482548147439957,33,53,40,24,47,0.09840739,0.054651905,0.047769334,0.04628569,0.037711166
"I'm at Calm Before the Storm #irene (Moving Target!, New York) w/ 13 others http://t.co/m98TSWP",0.23334559798240662,53,16,33,31,7,0.052279137,0.05073752,0.044306472,0.04430392,0.04171855
"Origin accounts hacked, EA keeps victims locked out http://t.co/H6fWRi5q",0.4831121601164341,32,55,37,19,34,0.18986998,0.1530618,0.06519541,0.041125692,0.033859264
Any arsonists looking 4 a church? “@huffpostgay: Westboro Baptist Church praises God for the wrath of Hurricane #Sandy http://t.co/TvnVyXlR”,0.49275799840688705,21,16,17,24,40,0.17668338,0.12548533,0.10056196,0.057870585,0.03215674
Donate to Hurricane Maria relief for #PuertRico 1-844-544-7171 @ MoMA PS1 https://t.co/XB5EHQ3hVk,0.2895011939108372,21,33,7,53,61,0.107257344,0.05885083,0.044250075,0.04053268,0.03861027
"jahah""@rayiiiii: Huehehe ada ka rama (•̯͡.•̯͡) ""@ramr60: woelah""@rayiiiii: BODO AMAT !!! OKE SIP BYE G A L !!!!! Itil""""""",0.3963628374040127,16,24,34,47,54,0.19588278,0.08225116,0.051588476,0.034327295,0.032313123
Lovingg this hurricane weather. Now I can blame my bad hair day on hurricane sandy!,0.3627159595489502,26,33,53,10,54,0.11650022,0.092429996,0.053900097,0.05111168,0.048773967
Hurricane sandy seems to have subsided,0.24286315962672234,12,22,41,62,39,0.08704395,0.04107108,0.03897155,0.038527656,0.037248924
"Jacksonville trends now: Amber Alert, Tropical Storm Matthew, Shimon Peres, Empire and JAXvFCE. https://t.co/JR67LsVnMO",0.21711426228284836,31,41,40,12,33,0.048988443,0.044916134,0.04398409,0.04104509,0.038180508
