Text,Top5%,Emoji_1,Emoji_2,Emoji_3,Emoji_4,Emoji_5,Pct_1,Pct_2,Pct_3,Pct_4,Pct_5
Pizza Shop Raising Funds for Hurricane Sandy Victims http://t.co/UD1QyrH3 via http://t.co/ZZ0PkB4p,0.19364883936941624,33,53,54,31,40,0.06269766,0.038742945,0.03250488,0.029860152,0.029843207
"最寄り駅到着。 (@ 籠原駅 - @jreast_official in 熊谷市, 埼玉県) https://t.co/Ct4yBrTrM4",0.3044504448771477,11,48,57,21,63,0.09260146,0.064611256,0.056487273,0.049343176,0.041407276
"I'm not buying any water for the storm, I prefer this plan instead. #Sandy http://t.co/cgCg9KxV",0.25281043723225594,56,33,30,31,15,0.08981567,0.04666531,0.041439947,0.037496474,0.037393037
"#Isaac remains a Tropical Storm with winds of 70 mph, and a minimum pressure of 979 mb http://t.co/sUw6YrDG",0.2516500726342201,12,32,52,55,25,0.058085836,0.054742504,0.049866583,0.047758844,0.041196305
what is life even. #seaside#boardwalk#beach#sad#sandy#storm#hurricane#newjersey# @ Seaside Heights Boardwalk http://t.co/H80vA6Km,0.4057566747069359,34,27,43,45,35,0.18276227,0.070701584,0.05564825,0.05145736,0.045187216
Calm before the {impending} storm.  #arthur #duck4th14 @ Duck Waterfront Shops http://t.co/Rqx7PvXbsn,0.20598271116614342,33,53,31,50,30,0.04970674,0.044279635,0.04279808,0.03468172,0.03451654
Some ppls thought process is just like Hurricane Sandy....Destructive and all over the place!!! #takecover,0.23614316061139107,12,19,32,25,55,0.057889972,0.05080566,0.042980447,0.042792413,0.041674666
Hurricane Sandy beanless chili from @sabatinomangini @ Mangini household http://t.co/sr2Mz18C,0.32736705988645554,36,33,4,6,54,0.118310206,0.0820513,0.05499179,0.042207427,0.029806338
เรียนจบแล้ว เป้าหมายต่อไปคือหัดขี่จักรยานให้เป็น,0.4443444348871708,63,21,24,16,33,0.23071411,0.07418817,0.06205517,0.046835344,0.030551635
"#novotiderc comida caliente da gusto a toda la gente,de lo que nads me cuesta hago fiesta",0.46788550168275833,11,48,34,43,55,0.3078248,0.09127214,0.025269086,0.02216013,0.021359358
"NYC looking especially gorgeous last night as the last of the  remnants of hurricane Florence passed by
.
#nyc #newyorkcity #newyork #ny #hudsonriver #cloudporn #cloudlayers #clouds… https://t.co/bzwCoQ6rG5",0.264561552554369,33,4,50,40,63,0.06752667,0.05475763,0.05160203,0.048397776,0.04227745
"RT @EricFisherTWC: RT @RedCross: Download the shelter location app today so you can use it during #Irene http://t.co/mKnJytJ
#Hurricane",0.2717228792607784,3,34,41,0,30,0.080327675,0.05693726,0.056694727,0.0400781,0.03768512
Central Pennsylvania bracing for Hurricane Sandy – http://t.co/bfqLFj60 http://t.co/h7BR4UOO via http://t.co/W7Dkkw3N,0.2189260832965374,33,53,12,31,40,0.056136522,0.04505133,0.041201103,0.038464334,0.038072795
“@HuffingtonPost: Hurricane Arthur weakens to Category 1 storm http://t.co/P72kPXSxox” Phew! Beach Day! 🇺🇸☀️🏄,0.3463710770010948,31,33,53,54,10,0.09930218,0.08520617,0.05701048,0.05390958,0.050942663
"Cassy, Hurricane Harvey's tiniest donor, tagged along with Mommy… https://t.co/wYS4NN6mXL",0.29321467503905296,24,16,47,53,18,0.09314895,0.05120441,0.051200673,0.050712526,0.04694812
Hurricane Irene outskirts  @ Carolina Ale House http://t.co/7974ZQo,0.20061646401882172,33,24,61,40,30,0.053980406,0.040639006,0.036322035,0.035319146,0.03435587
"Hurricane Nate Special from 2 pm to 4:30 pm today Doubles, bake and shark and my coco bread fish… https://t.co/c5ZACL539R",0.35286715626716614,24,47,8,16,33,0.13045473,0.08419448,0.055799928,0.04188144,0.040536575
"“@ASPCA: Help #SandyPets! @ASPCA, @HumaneSociety + more ways to take action for pets affected by Hurricane #Sandy: http://t.co/8b5aBhLq”",0.2584065832197666,21,33,24,53,54,0.0639963,0.0606202,0.052991264,0.040807936,0.039990883
Ready for #hurricane #hurricanematthew #matthew #miami #florida… https://t.co/RXlzoEmH3q,0.293335422873497,31,57,33,53,54,0.07627267,0.07060875,0.052461553,0.0499478,0.044044655
"Ñam, a comer!!! (@ Las Delicias Del Inca) http://t.co/36HyHAP",0.27485016733407974,24,36,53,54,11,0.100779936,0.05833728,0.040975932,0.03862533,0.03613169
"Jalan-jalan (@ AEON Kulaijaya Shopping Centre in Kulai, Johor w/ @hamizishaari) https://t.co/UPfPQ7Oj9Z",0.26143863424658775,24,63,33,47,53,0.07833246,0.0496191,0.047164578,0.04480958,0.041512914
I swear taking a drink every time you hear the word 'hunker' today would've been the ultimate hurricane drinking game. #HunkerDown #Isaac,0.2974292226135731,39,12,28,52,62,0.10644992,0.06268707,0.05167927,0.0390542,0.037558768
